_rank|_name|_score|_link|head|emotion|color shade|eye|clothing|house of|texture|unique|class|name|backdrop|mouth
355|BitToonDAO #464|228.59247864275787|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/464|Hat|None|Billiard Whitie|3D Goggles|T-Shirt|Market|Ceramic||||Guitar|Duckie
356|BitToonDAO #498|228.56624890224666|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/498|Reindeer Hoodie|None|Black Matterie|None|Peony Shirt|Coin|Jelly Bowl||||Butterfly Wings|None
357|BitToonDAO #166|228.5096835099833|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/166|Witch Hat|None|Ocean Canarie|None|Leather Jacket|Media|Metal||||Double Chups|None
358|BitToonDAO #345|228.38499149423816|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/345|Cat Earphones|None|Silver Lavandie|3D Goggles|T-Shirt|Bear|Metal||||BitToon Flag|Pipe
359|BitToonDAO #401|228.2898625825612|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/401|Farmer Hat|None|Scalet Bluie|None|Leather Jacket|Bot|Plastic||||BitToon Flag|None
360|BitToonDAO #274|227.88978827133343|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/274|Frog Head|None|Flamingo Zirconie|None|None|Vampire|Clay Dough||||Oxygen Tank|None
361|BitToonDAO #390|227.83165816090482|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/390|Santa Hat|None|Silver Lavandie|3D Goggles|T-Shirt|Prophet|Metal||||BitToon Flag|Pipe
362|BitToonDAO #554|227.70011316869966|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/554|Reindeer Hoodie|None|Autumn Lillie|None|Oriental Uniform|Tiger|Plastic||||Devil Wings|None
363|BitToonDAO #288|227.35448799546245|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/288|Reindeer Hoodie|None|Emerald Jettie|None|Leather Jacket|Media|Plastic||||Double Chups|None
364|BitToonDAO #295|226.24366842907014|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/295|Witch Hat|None|Autumn Lillie|Eyeglasses|Oriental Uniform|Cash|Plastic||||BitToon Flag|None
365|BitToonDAO #335|226.21036957895606|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/335|Pumpkin Head|None|Autumn Lillie|None|Oriental Uniform|Pirate|Plastic||||BitToon Flag|None
366|BitToonDAO #348|225.88342457612316|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/348|Pumpkin Head|None|Ocean Canarie|None|Leather Jacket|Government|Plastic||||Devil Wings|None
367|BitToonDAO #4|225.72473508398173|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/4|Viking Hat|None|Silver Lavandie|3D Goggles|T-Shirt|Demon|Metal||||Backpack|Pipe
368|BitToonDAO #59|225.4109007956083|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/59|Reindeer Hoodie|None|Morning Galaxie|None|None|Media|Ceramic||||RPG|None
369|BitToonDAO #34|225.19010548661217|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/34|Witch Hat|None|Emerald Jettie|None|Peony Shirt|Coin|Metal||||Devil Wings|Duckie
370|BitToonDAO #389|225.1140820702691|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/389|Crown|None|Ocean Canarie|None|Kid's Overalls|Blockchain|Clay Dough||||Oxygen Tank|Crow Beak
371|BitToonDAO #270|224.87750189627306|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/270|Pirate Hat|None|Morning Galaxie|Eye Pad|Kid's Overalls|Farmer|Plastic||||BitToon Flag|Duckie
372|BitToonDAO #54|224.4612564061289|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/54|Farmer Hat|None|Flamingo Zirconie|None|Kid's Overalls|Media|Plastic||||BitToon Flag|None
373|BitToonDAO #128|224.18459416676643|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/128|Witch Hat|None|Ocean Canarie|None|Leather Jacket|Government|Plastic||||Devil Wings|None
374|BitToonDAO #159|223.71403002220612|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/159|Hat|None|Billiard Whitie|Cyclops|T-Shirt|Farmer|Ceramic||||Guitar|Duckie
375|BitToonDAO #247|223.70510059763302|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/247|Chubby Unicorn|None|Aurora Mistie|None|Oriental Uniform|Market|Ceramic||||RPG|None
376|BitToonDAO #237|223.5429187962826|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/237|Crown|None|Flamingo Zirconie|Cyclops|T-Shirt|Empress|Plastic||||Double Chups|Crow Beak
377|BitToonDAO #300|223.49752528926928|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/300|Frog Head|None|Forest Pinkie|None|T-Shirt|Coin|Plastic||||Wooden Staff|None
378|BitToonDAO #593|223.1834058929532|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/593|Frog Head|None|Scalet Bluie|None|Kid's Overalls|Phoenix|Ceramic||||RPG|None
379|BitToonDAO #508|222.91632202744117|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/508|Santa Hat|None|Dusty Cyanie|3D Goggles|T-Shirt|Dreamer|Plastic||||RPG|Moustache
380|BitToonDAO #376|222.70249276432628|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/376|Viking Hat|None|Morning Galaxie|3D Goggles|T-Shirt|Cash|Plastic||||Skateboard|Pacifier
381|BitToonDAO #187|222.63127152239065|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/187|Hat|None|Dusty Cyanie|3D Goggles|T-Shirt|Market|Plastic||||Devil Wings|Moustache
382|BitToonDAO #155|222.15835757359673|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/155|Frog Head|None|Aurora Mistie|None|Count|Gold|Plastic||||Guitar|None
383|BitToonDAO #571|221.970454177259|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/571|Lovelove Headband|None|Scalet Bluie|Eyeglasses|Peony Shirt|Queen|Plastic||||Butterfly Wings|None
384|BitToonDAO #202|221.81188621965117|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/202|Pumpkin Head|None|Sunset Rubie|None|T-Shirt|Bot|Clay Dough||||Butterfly Wings|None
385|BitToonDAO #536|221.3383564933384|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/536|Crown|None|Cosmic Lovie|Cyclops|T-Shirt|Blockchain|Jelly Bowl||||Guitar|None
386|BitToonDAO #397|221.2902943730272|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/397|Chubby Unicorn|None|Forest Pinkie|Eyeglasses|Superstar Sweater|Angel|Metal||||BitToon Flag|None
387|BitToonDAO #297|221.28086679446128|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/297|Crown|None|Dusty Cyanie|3D Goggles|T-Shirt|Virus|Metal||||Double Chups|Moustache
388|BitToonDAO #220|220.90162561374908|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/220|Tribal Hat|None|Billiard Whitie|Cyclops|T-Shirt|Coin|Ceramic||||BitToon Flag|Duckie
389|BitToonDAO #442|220.28221439741296|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/442|Farmer Hat|None|Sunset Rubie|None|Superstar Sweater|Prophet|Plastic||||Guitar|None
390|BitToonDAO #126|219.76266671393228|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/126|Reindeer Hoodie|None|Forest Pinkie|None|T-Shirt|Empress|Plastic||||Backpack|Pipe
391|BitToonDAO #424|219.68672763990057|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/424|Robinhood Hat|None|Silver Lavandie|Cyclops|T-Shirt|Bank|Metal||||Guitar|Pipe
392|BitToonDAO #302|219.5001547945194|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/302|Santa Hat|None|Billiard Whitie|Cyclops|T-Shirt|Demon|Ceramic||||Skateboard|Duckie
393|BitToonDAO #214|219.4718077999839|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/214|Santa Hat|None|Billiard Whitie|Cyclops|T-Shirt|Cash|Ceramic||||Guitar|Duckie
394|BitToonDAO #325|219.3485106985346|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/325|Crown|None|Billiard Whitie|Cyclops|T-Shirt|Chef|Ceramic||||Backpack|Duckie
395|BitToonDAO #396|218.7672848733224|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/396|Pirate Hat|None|Forest Pinkie|Eye Pad|Kid's Overalls|Knight|Plastic||||Butterfly Wings|None
396|BitToonDAO #339|218.61073292075685|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/339|Crown|None|Billiard Whitie|Cyclops|T-Shirt|Angel|Ceramic||||Oxygen Tank|Duckie
397|BitToonDAO #485|218.50162736828526|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/485|Pumpkin Head|None|Emerald Jettie|None|Kid's Overalls|Miner|Plastic||||Devil Wings|Pacifier
398|BitToonDAO #153|218.45333322714254|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/153|Witch Hat|None|Ocean Canarie|None|Leather Jacket|Market|Metal||||Butterfly Wings|Pacifier
399|BitToonDAO #315|218.18167116749729|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/315|Pumpkin Head|None|Ocean Canarie|None|Superstar Sweater|Pirate|Metal||||Butterfly Wings|None
400|BitToonDAO #132|217.8099264652677|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/132|Lovelove Headband|None|Sunset Rubie|Cyclops|Peony Shirt|Pirate|Metal||||BitToon Flag|None
401|BitToonDAO #196|217.40608618176884|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/196|Undercut|None|Sunset Rubie|Cyclops|Leather Jacket|Gold|Plastic||||RPG|Crow Beak
402|BitToonDAO #343|217.37012982082385|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/343|Viking Hat|None|Silver Lavandie|3D Goggles|T-Shirt|Coin|Metal||||Guitar|Pipe
403|BitToonDAO #565|216.97872838469584|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/565|Crown|None|Morning Galaxie|Cyclops|None|Chef|Mummy||||Guitar|Pacifier
404|BitToonDAO #399|216.49800564802956|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/399|Crown|None|Billiard Whitie|Cyclops|T-Shirt|Miner|Ceramic||||RPG|Duckie
405|BitToonDAO #103|216.32435629610293|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/103|Undercut|None|Silver Lavandie|3D Goggles|T-Shirt|Bubble|Metal||||Guitar|Pipe
406|BitToonDAO #227|216.00793881397635|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/227|Pirate Hat|None|Ocean Canarie|Eye Pad|Kid's Overalls|Cash|Plastic||||RPG|None
407|BitToonDAO #51|215.88594759971315|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/51|Pumpkin Head|None|Ocean Canarie|None|T-Shirt|Media|Plastic||||Guitar|Pipe
408|BitToonDAO #194|215.66044219445334|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/194|Lovelove Headband|None|Forest Pinkie|Eyeglasses|None|Coin|Ceramic||||BitToon Flag|None
409|BitToonDAO #382|215.4933421548991|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/382|Reindeer Hoodie|None|Elegant Goldie|None|None|Market|Plastic||||Backpack|Pacifier
410|BitToonDAO #151|214.79549809647256|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/151|Reindeer Hoodie|None|Emerald Jettie|None|Superstar Sweater|Farmer|Plastic||||Oxygen Tank|None
411|BitToonDAO #201|214.68806420374685|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/201|Undercut|None|Dusty Cyanie|Cyclops|Leather Jacket|Gold|Plastic||||RPG|Moustache
412|BitToonDAO #102|214.62598086591785|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/102|Crown|None|Billiard Whitie|None|Kid's Overalls|Market|Clay Dough||||RPG|Duckie
413|BitToonDAO #506|214.40096189655904|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/506|Chubby Unicorn|None|Forest Pinkie|None|T-Shirt|Angel|Plastic||||Angel Wings|None
414|BitToonDAO #180|214.05878389892203|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/180|Lovelove Headband|None|Aurora Mistie|Eyeglasses|T-Shirt|Knight|Plastic||||BitToon Flag|None
415|BitToonDAO #108|213.99751703849148|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/108|Pumpkin Head|None|Ocean Canarie|None|Count|Queen|Plastic||||Butterfly Wings|None
416|BitToonDAO #271|213.76991886538582|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/271|Crown|None|Dusty Cyanie|3D Goggles|T-Shirt|Knight|Plastic||||Backpack|Moustache
417|BitToonDAO #567|213.6966080809437|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/567|Pumpkin Head|None|Ocean Canarie|None|Leather Jacket|Knight|Metal||||Butterfly Wings|Pacifier
418|BitToonDAO #170|213.52157352311426|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/170|Farmer Hat|None|Silver Lavandie|None|Oriental Uniform|Prophet|Plastic||||Guitar|Duckie
419|BitToonDAO #109|213.11072462719238|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/109|Undercut|None|Billiard Whitie|3D Goggles|T-Shirt|Demon|Ceramic||||Skateboard|Duckie
420|BitToonDAO #561|213.04759216087325|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/561|Pumpkin Head|None|Allpeach Varitie|None|None|Bank|Plastic||||Butterfly Wings|Pipe
421|BitToonDAO #312|212.60585915697828|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/312|Undercut|None|Sunset Rubie|3D Goggles|T-Shirt|Bank|Plastic||||Devil Wings|Crow Beak
422|BitToonDAO #455|211.80740280534144|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/455|Chubby Unicorn|None|Dusty Cyanie|Eyeglasses|T-Shirt|Bull|Plastic||||Butterfly Wings|None
423|BitToonDAO #562|211.64844323956237|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/562|Undercut|None|Dusty Cyanie|3D Goggles|T-Shirt|Knight|Plastic||||RPG|Moustache
424|BitToonDAO #328|211.4830811346208|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/328|Witch Hat|None|Morning Galaxie|Eyeglasses|Count|Tiger|Plastic||||BitToon Flag|None
425|BitToonDAO #107|211.4263220108358|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/107|Witch Hat|None|Forest Pinkie|Eyeglasses|Peony Shirt|Virus|Plastic||||Butterfly Wings|None
426|BitToonDAO #426|211.24814095896707|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/426|Pumpkin Head|None|Forest Pinkie|None|Superstar Sweater|Knight|Metal||||BitToon Flag|None
427|BitToonDAO #581|211.11492859807362|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/581|Undercut|None|Morning Galaxie|3D Goggles|T-Shirt|Virus|Plastic||||Double Chups|Pacifier
428|BitToonDAO #332|210.7772558359538|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/332|Witch Hat|None|Aurora Mistie|None|Kid's Overalls|Bank|Jelly Bowl||||Oxygen Tank|None
429|BitToonDAO #486|210.6707296280373|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/486|Tribal Hat|None|Dusty Cyanie|3D Goggles|T-Shirt|Bank|Plastic||||Skateboard|Moustache
430|BitToonDAO #599|210.0666605538575|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/599|Pirate Hat|None|Ocean Canarie|Eye Pad|T-Shirt|Gold|Plastic||||BitToon Flag|None
431|BitToonDAO #329|209.89391276903436|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/329|Crown|None|Billiard Whitie|None|Oriental Uniform|Demon|Clay Dough||||Oxygen Tank|Duckie
432|BitToonDAO #446|209.31907551888764|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/446|Lovelove Headband|None|Aurora Mistie|None|None|Market|Plastic||||Devil Wings|None
433|BitToonDAO #398|209.270009938825|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/398|Lovelove Headband|None|Silver Lavandie|None|Peony Shirt|Bubble|Jelly Bowl||||Butterfly Wings|None
434|BitToonDAO #461|209.19534994022246|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/461|Pumpkin Head|None|Ocean Canarie|None|Kid's Overalls|Bot|Plastic||||Butterfly Wings|None
435|BitToonDAO #374|208.5462502354969|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/374|Santa Hat|None|Silver Lavandie|3D Goggles|T-Shirt|Dragon|Metal||||Oxygen Tank|Pipe
436|BitToonDAO #452|208.4123834974743|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/452|Frog Head|None|Ocean Canarie|None|Superstar Sweater|Farmer|Metal||||Guitar|None
437|BitToonDAO #539|208.39384309149392|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/539|Chubby Unicorn|None|Emerald Jettie|None|Peony Shirt|Gold|Metal||||Devil Wings|Duckie
438|BitToonDAO #350|208.2933943426068|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/350|Pirate Hat|None|Dusty Cyanie|Eye Pad|None|Dragon|Plastic||||RPG|None
439|BitToonDAO #174|208.02847799769046|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/174|Pirate Hat|None|Forest Pinkie|Eye Pad|None|Seed|Plastic||||Butterfly Wings|None
440|BitToonDAO #110|208.02063533018264|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/110|Frog Head|None|Forest Pinkie|None|Kid's Overalls|Dreamer|Ceramic||||Backpack|None
441|BitToonDAO #133|208.00339670014336|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/133|Tribal Hat|None|Silver Lavandie|3D Goggles|T-Shirt|Virus|Metal||||RPG|Pipe
442|BitToonDAO #308|207.4748995874235|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/308|Crown|None|Billiard Whitie|Cyclops|T-Shirt|Virus|Ceramic||||Guitar|Duckie
443|BitToonDAO #217|207.45883077836044|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/217|Frog Head|None|Sunset Rubie|None|T-Shirt|King|Clay Dough||||Butterfly Wings|None
