_rank|📈|_name|_score|_link|backdrop|class|clothing|color shade|emotion|eye|head|house of|mouth|name|texture|unique
110|🟢+492|BitToonDAO #680|194.5065915839858|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/680|BitToon Flag||T-Shirt|Dusty Cyanie|None|Goggles|Chef Hat|Phoenix|Crow Beak||Jelly Bowl|
111|🟢+491|BitToonDAO #601|194.32120892537938|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/601|Devil Wings||T-Shirt|Billiard Whitie|None|Cyclops|Cap|Blockchain|Duckie||Ceramic|
112|🟢+490|BitToonDAO #959|194.10063546234275|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/959|Backpack||T-Shirt|Silver Lavandie|None|3D Goggles|Cat Ears|Coin|Pipe||Metal|
113|🟢+489|BitToonDAO #713|193.7003746522417|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/713|Skateboard||T-Shirt|Silver Lavandie|None|Cyclops|Cap|Officer|Pipe||Metal|
114|🟢+488|BitToonDAO #956|193.5289922798814|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/956|Racket||Kid's Overalls|Sunset Rubie|None|Bozo Glasses|None|Virus|None||Plastic|
115|🔴-68|BitToonDAO #81|193.21062591269364|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/81|RPG||Fur Coat|Elegant Goldie|None|Snorkeling Goggles|Tribal Hat|Market|None||Jelly Bowl|
116|🔴-51|BitToonDAO #58|193.06013572663986|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/58|BitToon Flag||Kid's Overalls|Christmas Leafie|None|Thug Life|Crown|Dreamer|None||Jelly Bowl|
117|🟢+485|BitToonDAO #1000|192.84368338950367|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1000|RPG||Kid's Overalls|Sunset Rubie|None|Thug Life|Devil Horns|Blockchain|None||Jelly Bowl|
118|🟢+484|BitToonDAO #662|192.832543375556|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/662|Guitar||Fur Coat|Scalet Bluie|None|Snorkeling Goggles|Santa Hat|Coin|None||Jelly Bowl|
119|🔴-40|BitToonDAO #592|192.57179946876278|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/592|Oxygen Tank||T-Shirt|Dusty Cyanie|None|3D Goggles|Cat Ears|Cash|Moustache||Plastic|
120|🔴-1|BitToonDAO #378|192.29437727677688|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/378|Guitar||Oriental Uniform|Allpeach Varitie|Angry|None|Frog Head|Chef|None||Plastic|
121|🟢+16|BitToonDAO #82|192.06371297175264|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/82|Double Chups||T-Shirt|Dusty Cyanie|None|Cyclops|Cap|Knight|Moustache||Plastic|
122|🟢+480|BitToonDAO #642|191.74003196533917|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/642|Backpack||Gradient Shirt|Scalet Bluie|None|Goggles|Tribal Hat|Market|Crow Beak||Plastic|
123|🔴-48|BitToonDAO #448|191.68550815197705|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/448|RPG||Gradient Shirt|Morning Galaxie|None|Goggles|Tribal Hat|Giant|Crow Beak||Plastic|
124|🔴-48|BitToonDAO #352|191.1152013116113|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/352|Skateboard||T-Shirt|Morning Galaxie|None|3D Goggles|Cat Ears|Turtle|Pacifier||Plastic|
125|🔴-64|BitToonDAO #39|191.0616655944815|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/39|Guitar||T-Shirt|Flamingo Zirconie|None|Goggles|Chef Hat|Farmer|Crow Beak||Jelly Bowl|
126|🔴-15|BitToonDAO #496|190.6987564503692|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/496|Oxygen Tank||Oriental Uniform|Allpeach Varitie|Angry|None|Witch Hat|Chef|None||Plastic|
127|🔴-60|BitToonDAO #510|190.69193450100653|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/510|Warrior||T-Shirt|Emerald Jettie|None|Bozo Glasses|Crown|Tiger|None||Jelly Bowl|
128|🟢+25|BitToonDAO #313|190.30667896534757|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/313|Double Chups||T-Shirt|Morning Galaxie|None|Cyclops|Cap|Knight|Pacifier||Plastic|
129|🟢+473|BitToonDAO #990|190.18916161433256|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/990|RPG||T-Shirt|Flamingo Zirconie|None|Cyclops|Bunny Ears|Prophet|Leather Mask||Plastic|
130|🔴-39|BitToonDAO #499|189.70342064137154|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/499|RPG||Gradient Shirt|Sunset Rubie|None|Goggles|Tribal Hat|Demon|Crow Beak||Plastic|
131|🔴-89|BitToonDAO #18|188.84557608978574|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/18|Devil Wings||T-Shirt|Elegant Goldie|None|3D Goggles|Afrohair|Farmer|Cigar||Plastic|
132|🔴-80|BitToonDAO #531|188.73894817182983|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/531|Oxygen Tank||Kid's Overalls|Allpeach Varitie|None|Thug Life|Viking Hat|Turtle|None||Jelly Bowl|
133|🔴-45|BitToonDAO #547|188.58574099017102|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/547|Guitar||T-Shirt|Elegant Goldie|None|Goggles|Devil Horns|Believer|Crow Beak||Jelly Bowl|
134|🔴-98|BitToonDAO #514|188.46478838885304|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/514|Guitar||Fur Coat|Morning Galaxie|None|None|None|Officer|Lollipop||Plastic|
135|🔴-46|BitToonDAO #69|188.2406807540401|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/69|RPG||Graduation Gown|Cosmic Lovie|None|Bozo Glasses|Chubby Unicorn|Seed|None||Plastic|
136|🟢+466|BitToonDAO #828|188.07842064137154|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/828|Oxygen Tank||Gradient Shirt|Sunset Rubie|None|Goggles|Tribal Hat|Demon|Crow Beak||Plastic|
137|🟢+465|BitToonDAO #883|187.99372212783692|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/883|Angel Wings||Graduation Gown|Scalet Bluie|None|None|Chubby Unicorn|Pirate|Pacifier||Ceramic|
138|🟢+34|BitToonDAO #437|187.82655925904558|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/437|Skateboard||T-Shirt|Morning Galaxie|None|Cyclops|Cap|Demon|Pacifier||Plastic|
139|🟢+463|BitToonDAO #876|187.82564286359374|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/876|Double Chups||Gradient Shirt|Sunset Rubie|None|Goggles|Tribal Hat|Blockchain|Crow Beak||Plastic|
140|🟢+462|BitToonDAO #631|187.57549197895622|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/631|None||Peony Shirt|Scalet Bluie|None|Eye Pad|Pirate Hat|Gold|None||Plastic|
141|🔴-56|BitToonDAO #152|187.10715305595664|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/152|Double Chups||Gradient Shirt|Elegant Goldie|None|Goggles|Tribal Hat|Gold|Crow Beak||Plastic|
142|🟢+460|BitToonDAO #673|187.03138711493688|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/673|Double Chups||Oriental Uniform|Elegant Goldie|Angry|Eye Pad|Pirate Hat|Blockchain|None||Plastic|
143|🟢+36|BitToonDAO #14|186.62334563201426|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/14|RPG||T-Shirt|Morning Galaxie|None|Cyclops|Cap|Bear|Pacifier||Plastic|
144|🟢+6|BitToonDAO #351|186.2981045208882|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/351|Oxygen Tank||T-Shirt|Silver Lavandie|None|Cyclops|Cap|Coin|Pipe||Metal|
145|🔴-95|BitToonDAO #92|186.05665087979253|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/92|None||Leather Jacket|Scalet Bluie|None|Eye Pad|Pirate Hat|Bubble|None||Plastic|
146|🟢+456|BitToonDAO #787|185.61363164534131|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/787|Double Chups||T-Shirt|Elegant Goldie|None|3D Goggles|Afrohair|Cash|Cigar||Plastic|
147|🟢+455|BitToonDAO #748|185.55874601748104|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/748|None||T-Shirt|Dusty Cyanie|None|Eye Pad|Pirate Hat|Bot|None||Plastic|
148|🔴-50|BitToonDAO #225|185.30004829176866|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/225|Skateboard||T-Shirt|Sunset Rubie|None|Goggles|Devil Horns|Cypher|Crow Beak||Jelly Bowl|
149|🔴-65|BitToonDAO #393|185.2095280915756|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/393|Oxygen Tank||Oriental Uniform|Allpeach Varitie|Angry|None|Chubby Unicorn|Phoenix|None||Plastic|
150|🔴-49|BitToonDAO #263|185.0407385869384|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/263|RPG||T-Shirt|Morning Galaxie|Sleepy|Confused Glasses|Chubby Unicorn|Farmer|None||Ceramic|
151|🟢+451|BitToonDAO #948|184.98288987984768|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/948|Devil Wings||Kid's Overalls|Allpeach Varitie|Blushy|Eye Pad|Pirate Hat|Angel|None||Plastic|
152|🔴-50|BitToonDAO #298|184.8311219679653|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/298|Skateboard||T-Shirt|Silver Lavandie|None|3D Goggles|Cat Ears|Seed|Pipe||Metal|
153|🔴-80|BitToonDAO #245|184.80493484457597|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/245|Guitar||Leather Jacket|Flamingo Zirconie|None|None|Chef Hat|Virus|Bandage||Jelly Bowl|
154|🟢+448|BitToonDAO #650|183.25498488377153|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/650|Butterfly Wings||Oriental Uniform|Allpeach Varitie|Angry|None|Lovelove Headband|Dragon|None||Plastic|
155|🔴-14|BitToonDAO #407|183.2241198575116|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/407|Guitar||T-Shirt|Dusty Cyanie|None|Cyclops|Cap|Angel|Moustache||Plastic|
156|🟢+446|BitToonDAO #879|183.15934586359435|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/879|Skateboard||Fur Coat|Dusty Cyanie|None|None|Afrohair|Cash|None||Plastic|
157|🟢+445|BitToonDAO #940|183.15846812892147|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/940|BitToon Flag||Kid's Overalls|Allpeach Varitie|Blushy|None|Pumpkin Head|Bull|None||Plastic|
158|🔴-100|BitToonDAO #249|182.93720778175364|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/249|None||Kid's Overalls|Sunset Rubie|None|None|None|Blockchain|Pipe||Plastic|
159|🔴-81|BitToonDAO #182|182.93186258161793|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/182|Double Chups||None|Morning Galaxie|None|Confused Glasses|Robinhood Hat|Angel|Pacifier||Mummy|
160|🔴-92|BitToonDAO #542|182.7751546622519|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/542|Guitar||Fur Coat|Elegant Goldie|None|Snorkeling Goggles|Tribal Hat|Bear|None||Jelly Bowl|
161|🔴-21|BitToonDAO #369|182.74679550136767|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/369|Butterfly Wings||None|Allpeach Varitie|Blushy|None|Reindeer Hoodie|Tiger|None||Plastic|
162|🔴-39|BitToonDAO #574|182.60821632127406|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/574|BitToon Flag||Kid's Overalls|Allpeach Varitie|Blushy|Eyeglasses|Witch Hat|Miner|None||Plastic|
163|🟢+439|BitToonDAO #931|182.53887591766258|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/931|Butterfly Wings||Oriental Uniform|Allpeach Varitie|Angry|None|Chubby Unicorn|Officer|None||Plastic|
164|🔴-77|BitToonDAO #413|182.38760539054073|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/413|Butterfly Wings||None|Allpeach Varitie|Blushy|None|Farmer Hat|Vampire|None||Plastic|
165|🔴-127|BitToonDAO #65|182.03931953666074|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/65|Guitar||T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Afrohair|Pirate|None||Plastic|
166|🔴-58|BitToonDAO #262|180.99035296606516|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/262|Double Chups||Leather Jacket|Sunset Rubie|None|None|Devil Horns|Coin|Bandage||Jelly Bowl|
167|🟢+435|BitToonDAO #764|180.72188812132978|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/764|Wooden Staff||None|Aurora Mistie|None|Eye Pad|Pirate Hat|Bubble|Pacifier||Plastic|
168|🟢+434|BitToonDAO #906|180.59838705710644|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/906|BitToon Flag||Leather Jacket|Billiard Whitie|None|None|Viking Hat|Government|Bandage||Jelly Bowl|
169|🔴-106|BitToonDAO #365|180.55893906109503|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/365|None||Kid's Overalls|Scalet Bluie|None|Eye Pad|Pirate Hat|Seed|Duckie||Plastic|
170|🔴-70|BitToonDAO #490|179.8614376097895|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/490|Butterfly Wings||Oriental Uniform|Allpeach Varitie|Angry|None|Witch Hat|Pirate|None||Plastic|
171|🟢+431|BitToonDAO #951|179.48880281306438|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/951|Backpack||Superstar Sweater|Autumn Lillie|None|None|Pompadour|Miner|None||Plastic|
172|🔴-95|BitToonDAO #127|179.37136017936854|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/127|Butterfly Wings||Superstar Sweater|Christmas Leafie|None|None|Lovelove Headband|Bull|Lollipop||Plastic|
173|🔴-81|BitToonDAO #32|178.91575536104196|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/32|Oxygen Tank||T-Shirt|Allpeach Varitie|None|Goggles|Viking Hat|Bear|Crow Beak||Jelly Bowl|
174|🔴-17|BitToonDAO #192|177.83509692858948|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/192|BitToon Flag||Kid's Overalls|Allpeach Varitie|Blushy|Eyeglasses|Lovelove Headband|Bear|None||Plastic|
175|🟢+427|BitToonDAO #731|177.78859159617403|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/731|Double Chups||None|Elegant Goldie|None|Confused Glasses|Viking Hat|Bull|None||Mummy|
176|🔴-70|BitToonDAO #62|177.72902196051666|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/62|RPG||T-Shirt|Black Matterie|None|Cyclops|Hat|Giant|Rainbow||Plastic|
177|🔴-122|BitToonDAO #409|177.46828515071564|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/409|None||None|Morning Galaxie|None|Eye Pad|Pirate Hat|Prophet|None||Plastic|
178|🔴-49|BitToonDAO #375|176.61435880292993|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/375|Oxygen Tank||Graduation Gown|Cosmic Lovie|None|Eyeglasses|Chubby Unicorn|Miner|None||Plastic|
179|🟢+423|BitToonDAO #675|176.47975713093427|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/675|Backpack||Gradient Shirt|Billiard Whitie|None|Eyeglasses|Tribal Hat|Bot|Duckie||Ceramic|
180|🔴-25|BitToonDAO #240|176.0106506977079|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/240|Wooden Staff||Graduation Gown|Scalet Bluie|None|None|Chubby Unicorn|Tiger|None||Metal|
181|🟢+421|BitToonDAO #807|175.89390974236863|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/807|Oxygen Tank||Graduation Gown|Cosmic Lovie|None|Eyeglasses|Witch Hat|Prophet|None||Plastic|
182|🟢+420|BitToonDAO #975|175.8032539239993|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/975|RPG||Oriental Uniform|Autumn Lillie|None|Cyclops|Tengu Mask|Queen|None||Clay Dough|
183|🔴-65|BitToonDAO #265|175.69740263555602|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/265|Butterfly Wings||Graduation Gown|Allpeach Varitie|None|None|Witch Hat|Giant|Pipe||Ceramic|
184|🔴-26|BitToonDAO #408|175.69306203655458|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/408|BitToon Flag||Kid's Overalls|Allpeach Varitie|Blushy|Eyeglasses|Chubby Unicorn|Dreamer|None||Plastic|
185|🟢+417|BitToonDAO #911|175.35760220743023|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/911|Double Chups||T-Shirt|Sunset Rubie|None|Cyclops|Bunny Ears|Believer|Crow Beak||Plastic|
186|🟢+416|BitToonDAO #901|175.26344092471015|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/901|Butterfly Wings||Superstar Sweater|Christmas Leafie|None|None|Witch Hat|Tiger|Lollipop||Plastic|
187|🔴-57|BitToonDAO #168|175.19389967850654|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/168|Skateboard||Kid's Overalls|Christmas Leafie|None|Snorkeling Goggles|Santa Hat|Seed|None||Jelly Bowl|
188|🟢+414|BitToonDAO #842|174.5321681258581|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/842|Backpack||Leather Jacket|Black Matterie|None|Cyclops|Undercut|Cypher|Rainbow||Plastic|
189|🟢+413|BitToonDAO #863|174.52831773516456|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/863|Guitar||T-Shirt|Black Matterie|None|Cyclops|Hat|Phoenix|Rainbow||Plastic|
190|🟢+412|BitToonDAO #637|174.49817427676243|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/637|Butterfly Wings||Graduation Gown|Allpeach Varitie|None|None|Chubby Unicorn|Bubble|Pipe||Ceramic|
191|🔴-45|BitToonDAO #290|174.2460129317888|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/290|BitToon Flag||Kid's Overalls|Allpeach Varitie|Blushy|None|Farmer Hat|Demon|None||Plastic|
192|🔴-126|BitToonDAO #534|173.51038096490672|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/534|BitToon Flag||T-Shirt|Black Matterie|None|Goggles|Cat Earphones|Cypher|Crow Beak||Jelly Bowl|
193|🔴-96|BitToonDAO #296|173.41800699213684|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/296|Butterfly Wings||Count|Flamingo Zirconie|Sleepy|None|Witch Hat|Officer|Lollipop||Plastic|
194|🟢+408|BitToonDAO #719|172.99487250145162|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/719|RPG||None|Allpeach Varitie|None|Cyclops|Robinhood Hat|Media|Crow Beak||Mummy|
195|🔴-121|BitToonDAO #145|172.85073060793022|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/145|Angel Wings||Peony Shirt|Ocean Canarie|None|None|Chubby Unicorn|Chef|Leather Mask||Jelly Bowl|
196|🔴-87|BitToonDAO #181|171.65216427107578|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/181|Devil Wings||Count|Scalet Bluie|Sleepy|None|Lovelove Headband|Virus|Lollipop||Plastic|
197|🟢+405|BitToonDAO #655|171.40227533735288|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/655|RPG||Oriental Uniform|Cosmic Lovie|None|None|Crown|Government|Moustache||Clay Dough|
198|🔴-86|BitToonDAO #540|171.28127686247745|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/540|Oxygen Tank||T-Shirt|Black Matterie|None|Cyclops|Crown|Believer|Rainbow||Plastic|
199|🔴-105|BitToonDAO #113|170.42648264256022|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/113|Skateboard||None|Elegant Goldie|None|Confused Glasses|Viking Hat|King|None||Mummy|
200|🟢+402|BitToonDAO #861|170.0451662800093|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/861|Skateboard||T-Shirt|Billiard Whitie|None|Cyclops|Bunny Ears|Pirate|Duckie||Ceramic|
201|🔴-54|BitToonDAO #538|169.94498440183122|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/538|Guitar||T-Shirt|Black Matterie|None|Cyclops|Tribal Hat|Chef|Rainbow||Plastic|
202|🟢+400|BitToonDAO #835|169.8548517673523|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/835|Butterfly Wings||None|Allpeach Varitie|Blushy|None|Witch Hat|Giant|None||Plastic|
203|🔴-81|BitToonDAO #219|169.7651466635089|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/219|RPG||T-Shirt|Dusty Cyanie|None|Cyclops|Bunny Ears|Turtle|Moustache||Plastic|
204|🟢+398|BitToonDAO #691|169.5215258453183|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/691|Oxygen Tank||T-Shirt|Ocean Canarie|None|Cyclops|Bunny Ears|Market|Pipe||Metal|
205|🟢+397|BitToonDAO #779|169.41238386670543|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/779|BitToon Flag||None|Elegant Goldie|None|Confused Glasses|Viking Hat|Farmer|None||Mummy|
206|🔴-53|BitToonDAO #66|169.08445674312537|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/66|RPG||T-Shirt|Morning Galaxie|None|Cyclops|Bunny Ears|Knight|Pacifier||Plastic|
207|🔴-92|BitToonDAO #303|169.00036086052233|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/303|Devil Wings||Count|Scalet Bluie|Sleepy|None|Chubby Unicorn|Believer|Lollipop||Plastic|
208|🟢+394|BitToonDAO #737|168.39015844151433|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/737|Skateboard||T-Shirt|Flamingo Zirconie|None|Cyclops|Cat Ears|Seed|None||Jelly Bowl|
209|🔴-75|BitToonDAO #12|168.1401466635089|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/12|Oxygen Tank||T-Shirt|Dusty Cyanie|None|Cyclops|Bunny Ears|Gold|Moustache||Plastic|
210|🔴-103|BitToonDAO #189|168.0165627491701|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/189|None||Kid's Overalls|Ocean Canarie|None|None|Undercut|Chef|None||Plastic|
211|🔴-97|BitToonDAO #13|167.92877863334326|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/13|Butterfly Wings||Count|Flamingo Zirconie|Sleepy|None|Chubby Unicorn|Officer|Lollipop||Plastic|
