rank|name|score|link|Background Color|Ghost Name|Ghost Type|Ghost Level
2236|Thai Ghosts Farming #260|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/260.png|Medium-Sea-Green|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #478|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/478.png|Medium-Sea-Green|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #702|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/702.png|Cadet-Blue|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #981|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/981.png|Cadet-Blue|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #1239|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1239.png|Cadet-Blue|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #1460|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1460.png|Cadet-Blue|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #1597|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1597.png|Cadet-Blue|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #1967|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1967.png|Medium-Sea-Green|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #2183|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2183.png|Medium-Sea-Green|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #2715|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2715.png|Cadet-Blue|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #3069|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3069.png|Cadet-Blue|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #3221|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3221.png|Medium-Sea-Green|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #3279|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3279.png|Medium-Sea-Green|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #3701|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3701.png|Medium-Sea-Green|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #3745|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3745.png|Cadet-Blue|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #3759|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3759.png|Medium-Sea-Green|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #3773|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3773.png|Medium-Sea-Green|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #3830|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3830.png|Cadet-Blue|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #3839|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3839.png|Medium-Sea-Green|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #4570|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4570.png|Cadet-Blue|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #4853|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4853.png|Cadet-Blue|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #4872|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4872.png|Medium-Sea-Green|Phi TayHong|Accidented Ghost|Common
2236|Thai Ghosts Farming #4966|51.97053008186301|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4966.png|Cadet-Blue|Phi TayHong|Accidented Ghost|Common
2260|Thai Ghosts Farming #1014|51.95014453989616|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1014.png|Light-Sea-Green|Phi Krahang|Flying Fusty Men Ghost|Uncommon
2260|Thai Ghosts Farming #1931|51.95014453989616|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1931.png|Light-Sea-Green|Phi Krahang|Flying Fusty Men Ghost|Uncommon
2260|Thai Ghosts Farming #2825|51.95014453989616|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2825.png|Light-Sea-Green|Phi Krahang|Flying Fusty Men Ghost|Uncommon
2260|Thai Ghosts Farming #4455|51.95014453989616|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4455.png|Light-Sea-Green|Phi Krahang|Flying Fusty Men Ghost|Uncommon
2260|Thai Ghosts Farming #4817|51.95014453989616|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4817.png|Light-Sea-Green|Phi Krahang|Flying Fusty Men Ghost|Uncommon
2265|Thai Ghosts Farming #30|51.89948178286039|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/30.png|Sky-Blue|Phi Phray|Underwater Ghost|Uncommon
2265|Thai Ghosts Farming #1333|51.89948178286039|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1333.png|Sky-Blue|Phi Phray|Underwater Ghost|Uncommon
2265|Thai Ghosts Farming #3157|51.89948178286039|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3157.png|Sky-Blue|Phi Phray|Underwater Ghost|Uncommon
2268|Thai Ghosts Farming #586|51.47449766013969|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/586.png|Green|Phi Krahang|Flying Fusty Men Ghost|Uncommon
2268|Thai Ghosts Farming #944|51.47449766013969|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/944.png|Green|Phi Krahang|Flying Fusty Men Ghost|Uncommon
2268|Thai Ghosts Farming #1107|51.47449766013969|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1107.png|Green|Phi Krahang|Flying Fusty Men Ghost|Uncommon
2268|Thai Ghosts Farming #1114|51.47449766013969|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1114.png|Green|Phi Krahang|Flying Fusty Men Ghost|Uncommon
2272|Thai Ghosts Farming #186|51.25024525956279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/186.png|Lemon|Phi Phray|Underwater Ghost|Common
2272|Thai Ghosts Farming #254|51.25024525956279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/254.png|Lemon|Phi Phray|Underwater Ghost|Common
2272|Thai Ghosts Farming #412|51.25024525956279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/412.png|Lemon|Phi Phray|Underwater Ghost|Common
2272|Thai Ghosts Farming #474|51.25024525956279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/474.png|Lemon|Phi Phray|Underwater Ghost|Common
2272|Thai Ghosts Farming #907|51.25024525956279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/907.png|Lemon|Phi Phray|Underwater Ghost|Common
2272|Thai Ghosts Farming #909|51.25024525956279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/909.png|Lemon|Phi Phray|Underwater Ghost|Common
2272|Thai Ghosts Farming #1359|51.25024525956279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1359.png|Lemon|Phi Phray|Underwater Ghost|Common
2272|Thai Ghosts Farming #2159|51.25024525956279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2159.png|Lemon|Phi Phray|Underwater Ghost|Common
2272|Thai Ghosts Farming #2594|51.25024525956279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2594.png|Lemon|Phi Phray|Underwater Ghost|Common
2272|Thai Ghosts Farming #2727|51.25024525956279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2727.png|Lemon|Phi Phray|Underwater Ghost|Common
2272|Thai Ghosts Farming #2897|51.25024525956279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2897.png|Lemon|Phi Phray|Underwater Ghost|Common
2272|Thai Ghosts Farming #4048|51.25024525956279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4048.png|Lemon|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #224|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/224.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #464|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/464.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #652|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/652.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #975|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/975.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #1255|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1255.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #1455|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1455.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #1724|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1724.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #2198|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2198.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #2401|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2401.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #2496|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2496.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #2717|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2717.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #3222|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3222.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #3783|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3783.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #4300|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4300.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #4578|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4578.png|Blue|Phi Phray|Underwater Ghost|Common
2284|Thai Ghosts Farming #4627|51.11204736017086|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4627.png|Blue|Phi Phray|Underwater Ghost|Common
2300|Thai Ghosts Farming #117|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/117.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #138|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/138.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #225|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/225.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #314|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/314.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #1494|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1494.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #1663|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1663.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #2367|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2367.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #2614|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2614.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #2664|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2664.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #2683|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2683.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #3676|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3676.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #3905|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3905.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #4102|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4102.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #4291|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4291.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2300|Thai Ghosts Farming #4984|51.061172665690385|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4984.png|Light-Sea-Green|Phi Pret|Hungry Ghost|Common
2315|Thai Ghosts Farming #81|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/81.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #137|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/137.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #395|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/395.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #688|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/688.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #914|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/914.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #1204|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1204.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #1336|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1336.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #1456|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1456.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #1893|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1893.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #2001|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2001.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #2142|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2142.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #3253|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3253.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #3545|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3545.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #3916|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3916.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #4697|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4697.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2315|Thai Ghosts Farming #4849|50.975881782828814|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4849.png|Deep-Pink|Phi Phray|Underwater Ghost|Common
2331|Thai Ghosts Farming #1345|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1345.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2331|Thai Ghosts Farming #1478|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1478.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2331|Thai Ghosts Farming #1817|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1817.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2331|Thai Ghosts Farming #1901|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1901.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2331|Thai Ghosts Farming #2008|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2008.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2331|Thai Ghosts Farming #2302|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2302.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2331|Thai Ghosts Farming #2405|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2405.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2331|Thai Ghosts Farming #3140|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3140.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2331|Thai Ghosts Farming #3640|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3640.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2331|Thai Ghosts Farming #4207|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4207.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2331|Thai Ghosts Farming #4604|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4604.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2331|Thai Ghosts Farming #4696|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4696.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2331|Thai Ghosts Farming #4796|50.75696668141554|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4796.png|Yellow-Green|Kwai Thanu|Buffalo Demon|Common
2344|Thai Ghosts Farming #1074|50.58552578593392|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1074.png|Green|Phi Pret|Hungry Ghost|Common
2344|Thai Ghosts Farming #1714|50.58552578593392|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1714.png|Green|Phi Pret|Hungry Ghost|Common
2344|Thai Ghosts Farming #1864|50.58552578593392|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1864.png|Green|Phi Pret|Hungry Ghost|Common
2344|Thai Ghosts Farming #2316|50.58552578593392|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2316.png|Green|Phi Pret|Hungry Ghost|Common
2344|Thai Ghosts Farming #2652|50.58552578593392|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2652.png|Green|Phi Pret|Hungry Ghost|Common
