_rank|📈|_name|_score|_link|Background|Eyes|Eyewear|Face Accessory|Friend|Hair|Mouth|Outfit|Skin|Special Adventurer|Weapon
209|🔴-114|Sobta Magic #385|162.4164521816566|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/385|Common - Lemon|Angry|Gold Glasses|Plaster|None|Blonde-Brown Man Bun|Smile|Barista Suit|Ice Cyborg||Guitar
210|🔴-26|Sobta Magic #411|162.40953896468613|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/411|Common - Sunset|Normal|None|None|Volcan|Red Helmet|Lollipop|Yellow T-Shirt|Vanilla Ape||Coffee Cup
211|🟡|Sobta Magic #746|162.08567103963702|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/746|Common - Peach|Happy|None|None|None|Blonde Dreadlocks|Bubble Gum|Sci-Fi Suit|Vanilla Ape||Baseball Bat
212|🔴-25|Sobta Magic #182|161.68531904869786|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/182|Common - Lemon|Wink|None|Rainbow Sticker|Jojo|White Bubble|Open Smile|School Uniform|Earth Mutant||Carrot
213|🔴-15|Sobta Magic #183|161.35337553310637|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/183|Common - Sunset|Normal|Red Glasses|None|Jojo|Blue Hime Cut|Lollipop|Hoodie|Almond Skin||Carrot
214|🔴-48|Sobta Magic #234|161.23508291518084|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/234|Common - Sunset|Angry|Diamond Glasses|Star Sticker|None|White Bubble|Rose|Yellow T-Shirt|Vanilla Ape||Lollipop
215|🔴-61|Sobta Magic #15|161.12486788892744|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/15|Common - Taro Milk|Happy|None|None|Kabo|Orange Spiky|Tongue Out|Business Suit|Honey Skin||Squeaky Hammer
216|🔴-94|Sobta Magic #213|160.91524241712298|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/213|Common - Taro Milk|Surprised|Diamond Glasses|None|None|Brown Bubble|Choco Donut|White Overalls|Milk Tea Skin||Scythe
217|🔴-78|Sobta Magic #124|160.91110300272004|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/124|Common - Lemon|Surprised|None|Pain Relief Patch|Alpha|Blonde Palm Tree|Lollipop|Black Overalls|Espresso Skin||Fountain Pen
218|🔴-65|Sobta Magic #535|160.80884072127594|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/535|Common - Taro Milk|Happy|None|None|Poppo|Orange Spiky|Bubble Gum|White Overalls|Almond Skin||Guitar
219|🔴-72|Sobta Magic #3|160.64411139444417|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/3|Common - Sky|Surprised|None|Plaster|Poppo|Blonde Palm Tree|Grumpy|Sailor Suit|Espresso Skin||Coffee Cup
220|🔴-74|Sobta Magic #339|160.4027428898036|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/339|Common - Sky|Happy|Red Glasses|Star Sticker|Poppo|Blonde-Brown Man Bun|Open Smile|School Uniform|Lava Mutant||Guitar
221|🟡|Sobta Magic #690|160.25249092937923|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/690|Common - Cotton Candy|Normal|Red Glasses|Rainbow Sticker|Kabo|Blue Messy|Grumpy|Black Jacket|Earth Mutant||Boomerang
222|🔴-88|Sobta Magic #491|160.0350338602874|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/491|Common - Cookie|Bored|Diamond Glasses|Tattoo|Florae|Red Ponytail|Grumpy|Hoodie|Almond Skin||Lollipop
223|🔴-110|Sobta Magic #366|159.96373726898108|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/366|Common - Cookie|Sad|None|Pain Relief Patch|Jojo|Orange Side Braid|O Mouth|School Uniform|Fire Cyborg||Guitar
224|🔴-65|Sobta Magic #56|159.5865125413553|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/56|Common - Lemonade|Sad|None|Rainbow Sticker|None|Black Dreadlocks|Wafer Roll|Docter Suit|Milk Skin||Boomerang
225|🔴-57|Sobta Magic #396|159.40772906111062|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/396|Common - Sunset|Angry|None|Pain Relief Patch|None|Green Comma|Lollipop|Adventure Suit|Chocolate Skin||Squeaky Hammer
226|🔴-44|Sobta Magic #515|159.21707107048778|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/515|Common - Cotton Candy|Surprised|Scounter|None|None|Black Bucket Hat|Choco Donut|Sailor Suit|Milk Skin||Guitar
227|🟡|Sobta Magic #725|159.13727754316494|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/725|Common - Charcoal|Bored|Gold Monocle|None|None|Green Comma|Tongue Out|Docter Suit|Vanilla Ape||Sketch Board
228|🔴-65|Sobta Magic #287|158.9464057334087|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/287|Common - Taro Milk|Normal|Gold Glasses|None|Kabo|Orange Pigtails|Smile|Pink Overalls|Milk Skin||Water Staff
229|🟡|Sobta Magic #773|158.90246795224897|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/773|Common - Cookie|Surprised|Diamond Glasses|Pain Relief Patch|None|Orange Hime Cut|Grin|Sci-Fi Suit|Chocolate Skin||Bunching Onion
230|🔴-66|Sobta Magic #344|158.86728741826107|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/344|Common - Taro Milk|Surprised|None|None|Alpha|Black Bucket Hat|Open Smile|Business Suit|Lava Mutant||Coffee Cup
231|🔴-55|Sobta Magic #243|158.84073420341429|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/243|Rare - Day Dream|Sad|None|Pain Relief Patch|Alpha|Blue Helmet|Bread|Hoodie|Earth Mutant||Bunching Onion
232|🔴-100|Sobta Magic #456|158.77053290251442|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/456|Common - Charcoal|Happy|None|Star Sticker|None|Red Ponytail|Strawberry Stick|Yellow T-Shirt|Lava Mutant||Scythe
233|🟢+5|Sobta Magic #516|158.50245169001005|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/516|Common - Lemonade|Wink|Heart Glasses|Star Sticker|None|Blue Helmet|Tongue Out|Hoodie|Espresso Skin||Laser Gun
234|🔴-53|Sobta Magic #220|158.4651614220902|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/220|Common - Peach|Fascinated|Sunglasses|Plaster|Volcan|Blue Helmet|Grin|Black Jacket|Earth Mutant||Bunching Onion
235|🔴-58|Sobta Magic #125|158.37755209927184|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/125|Common - Lemonade|Fascinated|None|None|Kabo|Brown Palm Tree|Grumpy|Sailor Suit|Caramel Ape||Syringe
236|🟡|Sobta Magic #664|158.31556394554497|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/664|Common - Taro Milk|Bored|Diamond Glasses|Star Sticker|None|Black Comma|O Mouth|Black Overalls|Fire Cyborg||Squeaky Hammer
237|🔴-93|Sobta Magic #196|158.28363503601898|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/196|Common - Charcoal|Angry|Gold Glasses|None|Volcan|Red Ponytail|Smile|Fur Jacket|Aqua Mutant||Squeaky Hammer
238|🔴-35|Sobta Magic #127|157.7556703095394|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/127|Rare - Day Dream|Surprised|None|Pain Relief Patch|Florae|Blonde Double Braid|Strawberry Stick|White T-Shirt|Chocolate Skin||Wrench
239|🔴-103|Sobta Magic #414|157.65239122003743|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/414|Common - Lemon|Normal|Diamond Glasses|Tattoo|None|White Undercut|Bubble Gum|Pink Overalls|Milk Tea Skin||Coffee Cup
240|🔴-67|Sobta Magic #538|157.63824156646015|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/538|Common - Lemonade|Wink|Sunglasses|Sobta Sticker|Alpha|Captain Girl|Grumpy|Pink Overalls|Lava Mutant||Guitar
241|🔴-70|Sobta Magic #85|157.4879331772179|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/85|Common - Sky|Angry|Gold Glasses|None|Florae|White Bucket Hat|Tongue Out|White Overalls|Milk Skin||Coffee Cup
242|🔴-30|Sobta Magic #551|157.342250325092|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/551|Common - Sunset|Fascinated|None|Sobta Sticker|None|Blue Hime Cut|Lollipop|Business Suit|Honey Skin||Bunching Onion
243|🔴-15|Sobta Magic #2|157.32954034150765|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/2|Common - Taro Milk|Bored|None|Rainbow Sticker|None|Pink Inverted Bob|Grumpy|Yellow T-Shirt|Milk Skin||Laser Gun
244|🟡|Sobta Magic #758|157.2585174786814|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/758|Common - Lemon|Happy|None|None|None|Orange Spiky|Rose|Docter Suit|Earth Mutant||Baseball Bat
245|🔴-55|Sobta Magic #6|157.20488355313935|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/6|Common - Peach|Angry|Diamond Glasses|Rainbow Sticker|None|Brown Bubble|Rose|Pink Overalls|Vanilla Ape||Bunching Onion
246|🔴-140|Sobta Magic #181|156.92884461762424|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/181|Common - Peach|Bored|None|None|Miw Miw|Blue Double Braid|Open Smile|Fur Jacket|Milk Skin||Water Staff
247|🟡|Sobta Magic #623|155.9477938020135|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/623|Common - Lemonade|Angry|None|None|Marine|Captain Girl|Open Smile|Pink Overalls|Chocolate Skin||Boomerang
248|🔴-98|Sobta Magic #72|155.67746090810425|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/72|Common - Cotton Candy|Sad|Red Glasses|Star Sticker|None|Green Comma|Smirk|Pink Overalls|Lava Mutant||Scythe
249|🟡|Sobta Magic #688|155.59257244042044|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/688|Common - Cotton Candy|Angry|None|Pain Relief Patch|Florae|Orange Hime Cut|Bread|Aloha Shirt|Espresso Skin||Syringe
250|🔴-45|Sobta Magic #206|155.47910670424102|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/206|Common - Taro Milk|Bored|None|None|Jojo|Orange Spiky|Wafer Roll|Sailor Suit|Lava Mutant||Boomerang
251|🔴-18|Sobta Magic #40|155.3955141961655|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/40|Common - Lemon|Wink|Red Glasses|None|Volcan|White Bubble|Triangle|Business Suit|Lava Mutant||Carrot
252|🔴-52|Sobta Magic #451|155.09864034916387|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/451|Common - Sky|Normal|None|Pain Relief Patch|Kabo|Pink Inverted Bob|Wafer Roll|White T-Shirt|Chocolate Skin||Fountain Pen
253|🔴-70|Sobta Magic #214|155.09833429885086|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/214|Common - Cookie|Normal|None|Tattoo|Miw Miw|Brown Spiky|O Mouth|Fur Jacket|Espresso Skin||Coffee Cup
254|🔴-33|Sobta Magic #371|154.98049284168738|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/371|Common - Lemon|Sad|Sunglasses|None|None|Pink Inverted Bob|Grin|Barista Suit|Chocolate Skin||Laser Gun
255|🔴-58|Sobta Magic #423|154.56032081433312|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/423|Common - Peach|Angry|Heart Glasses|Pain Relief Patch|Alpha|Blue Helmet|Triangle|Fur Jacket|Milk Tea Skin||Carrot
256|🔴-24|Sobta Magic #9|154.16781785474043|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/9|Common - Lemon|Surprised|Gold Monocle|Rainbow Sticker|None|Blue Hime Cut|Bread|School Uniform|Milk Tea Skin||Carrot
257|🔴-108|Sobta Magic #261|154.14616210822575|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/261|Common - Lemon|Angry|Heart Glasses|Pain Relief Patch|None|Blonde Dreadlocks|Smile|Docter Suit|Almond Skin||Lollipop
258|🟡|Sobta Magic #589|154.04640410734078|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/589|Common - Charcoal|Angry|None|Rainbow Sticker|Kabo|Black Bucket Hat|Tongue Out|Hoodie|Honey Skin||Sketch Board
259|🟡|Sobta Magic #602|154.04445017687723|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/602|Common - Lemonade|Fascinated|Gold Monocle|Pain Relief Patch|None|Captain Boy|Smirk|Sailor Suit|Lava Mutant||Nature Staff
260|🔴-85|Sobta Magic #421|153.95309533267294|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/421|Common - Lemon|Bored|Sunglasses|Pain Relief Patch|Poppo|White Undercut|Grumpy|Hoodie|Aqua Mutant||Lollipop
261|🔴-38|Sobta Magic #37|153.74223027406478|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/37|Rare - Day Dream|Angry|None|Tattoo|Poppo|Black Bucket Hat|Tongue Out|Black Jacket|Honey Skin||Wrench
262|🟡|Sobta Magic #754|153.648539724835|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/754|Common - Charcoal|Bored|None|Pain Relief Patch|Miw Miw|Blonde Double Braid|Rose|White Overalls|Earth Mutant||Bunching Onion
263|🔴-62|Sobta Magic #254|153.5059742713546|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/254|Common - Lemonade|Sad|Gold Monocle|None|Poppo|Black Comma|Tongue Out|Sailor Suit|Milk Tea Skin||Baseball Bat
264|🟡|Sobta Magic #793|153.39891129424262|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/793|Common - Lemon|Happy|None|None|Poppo|Black Comma|Bread|Fur Jacket|Almond Skin||Syringe
265|🟡|Sobta Magic #711|153.32388003706214|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/711|Common - Lemon|Normal|Red Glasses|Star Sticker|None|Orange Hime Cut|Open Smile|Docter Suit|Lava Mutant||Guitar
266|🟡|Sobta Magic #627|153.03806155132935|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/627|Common - Taro Milk|Surprised|None|Sobta Sticker|None|Blue Double Braid|Lollipop|White Overalls|Espresso Skin||Syringe
267|🔴-57|Sobta Magic #312|153.02877613316778|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/312|Common - Charcoal|Surprised|Sunglasses|Plaster|None|Violet Ponytail|Wafer Roll|Adventure Suit|Milk Tea Skin||Wrench
268|🟡|Sobta Magic #586|152.89857008578457|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/586|Common - Lemon|Normal|Gold Monocle|Tattoo|None|Orange Side Braid|Tongue Out|Denim Shirt|Vanilla Ape||Syringe
269|🔴-83|Sobta Magic #511|152.52993286987424|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/511|Common - Cookie|Sad|Gold Glasses|None|None|Black Bucket Hat|Bubble Gum|Sailor Suit|Vanilla Ape||Guitar
270|🔴-45|Sobta Magic #267|152.37155756045925|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/267|Common - Peach|Normal|Sunglasses|None|None|Blue Helmet|Leaf|Business Suit|Lava Mutant||Fire Staff
271|🔴-64|Sobta Magic #163|151.4342089413956|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/163|Common - Peach|Sad|None|Star Sticker|Miw Miw|Green Comma|Smirk|White T-Shirt|Vanilla Ape||Guitar
272|🔴-100|Sobta Magic #208|151.17272720870443|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/208|Common - Sky|Happy|Sunglasses|Tattoo|None|Orange Side Braid|Smirk|Business Suit|Caramel Ape||Squeaky Hammer
273|🟡|Sobta Magic #674|151.01538829304235|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/674|Common - Lemonade|Bored|Scounter|None|None|Red Ponytail|Tongue Out|White Overalls|Chocolate Skin||Sketch Board
274|🔴-72|Sobta Magic #122|150.9302258863287|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/122|Common - Charcoal|Wink|Sunglasses|Plaster|None|Orange Spiky|Leaf|Black Overalls|Honey Skin||Boomerang
275|🟡|Sobta Magic #768|150.54105881986297|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/768|Common - Cotton Candy|Normal|Diamond Glasses|Plaster|None|Pink Side Braid|Triangle|Sailor Suit|Espresso Skin||Coffee Cup
276|🔴-60|Sobta Magic #279|150.4880875958766|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/279|Common - Lemon|Surprised|Red Glasses|Sobta Sticker|None|Violet Ponytail|Lollipop|Business Suit|Milk Tea Skin||Carrot
277|🟡|Sobta Magic #649|150.24201372749775|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/649|Common - Sky|Sad|None|None|Alpha|Orange Spiky|Grumpy|Fur Jacket|Milk Tea Skin||Fountain Pen
278|🔴-48|Sobta Magic #79|150.22897593178246|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/79|Common - Lemonade|Surprised|Gold Monocle|None|None|Blue Hime Cut|Tongue Out|Denim Shirt|Chocolate Skin||Nature Staff
279|🔴-3|Sobta Magic #313|150.154639888422|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/313|Common - Sky|Fascinated|Heart Glasses|None|None|Blue Hime Cut|Leaf|Pink Overalls|Caramel Ape||Wrench
280|🔴-137|Sobta Magic #392|150.12360691798727|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/392|Common - Taro Milk|Normal|None|Tattoo|None|Blonde-Brown Man Bun|O Mouth|Denim Shirt|Aqua Mutant||Scythe
281|🟡|Sobta Magic #728|149.93016143736247|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/728|Common - Taro Milk|Happy|Gold Glasses|Star Sticker|None|Pink Side Braid|Grin|Denim Shirt|Espresso Skin||Coffee Cup
282|🟡|Sobta Magic #715|149.8746135000289|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/715|Common - Lemonade|Bored|None|None|Miw Miw|Pink Inverted Bob|Open Smile|School Uniform|Chocolate Skin||Squeaky Hammer
283|🔴-68|Sobta Magic #70|149.75054843584743|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/70|Common - Lemon|Sad|None|Sobta Sticker|None|White Bucket Hat|Rose|Business Suit|Earth Mutant||Squeaky Hammer
284|🔴-66|Sobta Magic #283|149.49239091851902|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/283|Common - Taro Milk|Sad|None|None|Kabo|Violet Ponytail|Bubble Gum|School Uniform|Milk Tea Skin||Bunching Onion
285|🔴-45|Sobta Magic #43|149.47720588865752|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/43|Common - Peach|Happy|None|Rainbow Sticker|Florae|Green Light Undercut|Grumpy|Black Jacket|Almond Skin||Guitar
286|🟡|Sobta Magic #682|149.33682988655244|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/682|Common - Lemon|Sad|Red Glasses|None|None|Blue Hime Cut|Lollipop|Hoodie|Caramel Ape||Fountain Pen
287|🔴-81|Sobta Magic #418|149.21637579468086|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/418|Common - Taro Milk|Normal|None|Rainbow Sticker|Miw Miw|Brown Bubble|Open Smile|Denim Shirt|Lava Mutant||Wrench
288|🔴-96|Sobta Magic #359|149.13744934608357|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/359|Common - Lemonade|Bored|Red Glasses|None|Kabo|Red Ponytail|Bread|Black Overalls|Almond Skin||Lollipop
289|🔴-80|Sobta Magic #73|149.11987841947203|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/73|Common - Lemonade|Surprised|None|Rainbow Sticker|Miw Miw|Black Comma|Grin|White T-Shirt|Chocolate Skin||Wrench
290|🔴-59|Sobta Magic #325|149.11684260494627|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/325|Common - Sunset|Sad|Red Glasses|Tattoo|None|Brown Spiky|Bubble Gum|Black Overalls|Milk Tea Skin||Coffee Cup
291|🔴-113|Sobta Magic #178|148.88817953393155|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/178|Common - Peach|Normal|Heart Glasses|Pain Relief Patch|None|Violet Ponytail|Smile|Hoodie|Almond Skin||Scythe
292|🟡|Sobta Magic #723|148.83662489803004|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/723|Common - Lemonade|Normal|None|Tattoo|Florae|Brown Palm Tree|Bread|White Overalls|Fire Cyborg||Wrench
293|🔴-54|Sobta Magic #375|148.4851459904422|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/375|Common - Lemon|Angry|None|Star Sticker|None|Blonde-Brown Man Bun|Wafer Roll|Barista Suit|Vanilla Ape||Nature Staff
294|🔴-77|Sobta Magic #281|148.26016538041387|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/281|Common - Sky|Happy|None|None|Kabo|Blonde Double Braid|Grin|White Overalls|Chocolate Skin||Squeaky Hammer
295|🔴-68|Sobta Magic #450|148.21636493300815|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/450|Common - Charcoal|Surprised|None|None|Florae|Blonde Palm Tree|Rose|Business Suit|Milk Skin||Wrench
296|🟡|Sobta Magic #593|148.2144432617235|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/593|Common - Cookie|Surprised|Sunglasses|Plaster|None|Captain Boy|Grumpy|School Uniform|Lava Mutant||Nature Staff
297|🟡|Sobta Magic #669|148.19409103361863|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/669|Common - Lemonade|Angry|Gold Monocle|Star Sticker|None|Black Dreadlocks|Open Smile|Black Overalls|Vanilla Ape||Lollipop
298|🟡|Sobta Magic #672|148.09609603959967|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/672|Common - Lemon|Sad|Heart Glasses|Rainbow Sticker|None|Orange Hime Cut|Tongue Out|Barista Suit|Earth Mutant||Fountain Pen
299|🟡|Sobta Magic #796|147.8409928712958|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/796|Common - Lemonade|Normal|Red Glasses|None|Jojo|Blue Double Braid|Leaf|Pink Overalls|Earth Mutant||Wrench
300|🔴-159|Sobta Magic #460|147.8045528281802|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/460|Common - Cotton Candy|Bored|Gold Monocle|Plaster|None|Captain Boy|Smile|Yellow T-Shirt|Aqua Mutant||Syringe
301|🔴-108|Sobta Magic #167|147.75084514881488|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/167|Common - Lemonade|Happy|None|Plaster|Volcan|Green Comma|Bread|Denim Shirt|Honey Skin||Guitar
302|🟡|Sobta Magic #624|147.72494153983996|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/624|Common - Peach|Surprised|None|Rainbow Sticker|Volcan|Brown Spiky|Grumpy|White Overalls|Lava Mutant||Wrench
303|🟡|Sobta Magic #576|147.69818323475965|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/576|Common - Lemonade|Bored|None|Sobta Sticker|None|Green Light Undercut|Smirk|White Overalls|Chocolate Skin||Scythe
304|🔴-84|Sobta Magic #61|147.66294287010635|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/61|Common - Cookie|Wink|None|Plaster|Poppo|Black Bucket Hat|Grumpy|Aloha Shirt|Milk Tea Skin||Fountain Pen
305|🟡|Sobta Magic #599|147.55890253098974|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/599|Common - Peach|Sad|None|None|None|Captain Boy|Open Smile|Sci-Fi Suit|Chocolate Skin||Sketch Board
306|🔴-38|Sobta Magic #304|147.55405576532723|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/304|Common - Sunset|Bored|None|Pain Relief Patch|Volcan|Blue Hime Cut|Bread|Hoodie|Chocolate Skin||Baseball Bat
307|🔴-103|Sobta Magic #470|147.55397938829555|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/470|Common - Charcoal|Sad|Red Glasses|None|None|Red Ponytail|Grin|Sci-Fi Suit|Caramel Ape||Bunching Onion
308|🔴-46|Sobta Magic #168|147.35094449872327|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/168|Common - Charcoal|Happy|None|None|Poppo|Red Helmet|Lollipop|Yellow T-Shirt|Chocolate Skin||Wrench
309|🔴-149|Sobta Magic #502|147.3158050475089|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/502|Common - Sky|Angry|Gold Glasses|Tattoo|None|Orange Side Braid|Grin|Pink Overalls|Lava Mutant||Lollipop
310|🟡|Sobta Magic #770|147.30895234774215|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/770|Common - Sunset|Wink|Heart Glasses|None|None|Blonde-Brown Man Bun|Leaf|Denim Shirt|Espresso Skin||Syringe
311|🟡|Sobta Magic #608|147.30599598282706|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/608|Common - Taro Milk|Surprised|None|None|Miw Miw|Blonde Dreadlocks|Strawberry Stick|Aloha Shirt|Honey Skin||Squeaky Hammer
312|🔴-62|Sobta Magic #520|147.28775886131749|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/520|Common - Taro Milk|Angry|None|Tattoo|Jojo|Blonde Double Braid|Tongue Out|Pink Overalls|Almond Skin||Sketch Board
313|🔴-155|Sobta Magic #490|147.28416717611864|https://qx.app/asset/0x2A6D4EA1c0ef6060665AbB853523807E8f3f2873/490|Common - Cookie|Angry|Heart Glasses|Sobta Sticker|None|Captain Boy|Leaf|Denim Shirt|Chocolate Skin||Boomerang
