rank|name|score|link|Bg|Body|Eye|Earring|Hair|Clothing|Mouth
1695|GoblinTownHero #1482|105.51702451121699|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1482|Sky|Moss|Ghost|None|Sapling|Royal|Gasp
1696|GoblinTownHero #2725|105.50477024036152|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2725|Salmon|Moss|Gazed|Shield|Boat|Rock|Grumpy
1697|GoblinTownHero #1294|105.49068742745155|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1294|Olive|Sky|Sad|Big|Afro|Ether|Tongue Out
1698|GoblinTownHero #1038|105.48339285279721|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1038|Salmon|Pickle|Round|Double|Blue Braids|Overalls|Cheeky Smile
1699|GoblinTownHero #520|105.48095913718451|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/520|Pink|Moss|Round|None|Pink Bear|Hero Cape|Grumpy
1700|GoblinTownHero #502|105.47156857302105|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/502|Flora|Moss|Wayfarer|None|Afro|Melting|Cheeky Smile
1701|GoblinTownHero #2927|105.44836226244202|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2927|Olive|Sky|Cry|None|Afro|Yellow Dark|Goblin
1702|GoblinTownHero #1516|105.4225212000628|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1516|Spiky|Pickle|Hungover|Gold Ether|Blue Sideswept|Armor|Smirk
1703|GoblinTownHero #1882|105.39334149767261|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1882|Salmon|Fern|Round White|Shield|Lemon Trapperer|Hero Cape|Smirk
1704|GoblinTownHero #1233|105.39243744935673|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1233|Coconut|Moss|Cry|Shield|Star Bucket|Rock|Gasp
1705|GoblinTownHero #575|105.37260069882133|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/575|Orchid|Moss|8BIT|Gold Ether|Blue Braids|Cerulean|Goblin
1706|GoblinTownHero #2561|105.34184781288039|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2561|Starry Emerald|Sky|Hungover|Shield|Mint Slicked|Lilly|Tongue Out
1707|GoblinTownHero #2681|105.34160729918185|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2681|Olive|Fern|Sad|None|White Wavy|Lilly|Star Puke
1708|GoblinTownHero #3115|105.3391668567386|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3115|Salmon|Moss|Round Rainbow|None|Dark Bedhead|Cerulean|Cheeky Smile
1709|GoblinTownHero #2959|105.31678554860191|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2959|Butter|Sky|Cry|Edge|Afro|Cerulean|Grumpy
1710|GoblinTownHero #2515|105.28319838575116|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2515|Night|Pickle|X|Gold Ether|Crown|Cerulean|Gasp
1711|GoblinTownHero #547|105.27913187393581|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/547|Vortex|Pickle|8BIT|Big|Sapling|Lilly|Grumpy
1712|GoblinTownHero #876|105.26129358729189|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/876|Mint|Moss|Gazed|Double|Afro|Ether|Smirk
1713|GoblinTownHero #2533|105.2493776359693|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2533|Flora|Sky|Neutral|Shield|Blue Braids|Adventure|Goblin
1714|GoblinTownHero #16|105.24601373773476|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/16|Sky|Moss|Round|None|Star Bucket|Yellow Dark|Neutral Smile
1715|GoblinTownHero #2670|105.2282613336408|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2670|Starry Arctic|Moss|Gazed|None|Afro|Rock|Smirk
1716|GoblinTownHero #493|105.21525461329587|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/493|Starry Candy|Sky|Hungover|Big|Blue Sideswept|Carrot|Goblin
1717|GoblinTownHero #2466|105.19726606396988|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2466|Night|Moss|Sad|Shield|Star Bucket|Hero Cape|Neutral Smile
1718|GoblinTownHero #953|105.16136927116669|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/953|Coconut|Pickle|X|Shield|Cat|Fire|Smirk
1719|GoblinTownHero #2571|105.13895051553116|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2571|Coconut|Crimson|Cry|None|Mint Slicked|Yellow Dark|Goblin
1720|GoblinTownHero #2780|105.1358983521658|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2780|Butter|Sky|X|Edge|Shroom|Fire|Goblin
1721|GoblinTownHero #2895|105.12580652943554|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2895|Starry Emerald|Fern|Sad|Gold Ether|Star Bucket|Stars|Gasp
1722|GoblinTownHero #13|105.07522997015533|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/13|Vortex|Pickle|Gazed|Big|Sapling|Yellow Dark|Grumpy
1723|GoblinTownHero #2993|105.07266798663909|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2993|Fire|Moss|Wayfarer|None|Crown|Overalls|Happy
1724|GoblinTownHero #2728|105.068345935655|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2728|Mint|Fern|Hungover|Gold Ether|Pink Bear|Armor|Cheeky Smile
1725|GoblinTownHero #2075|105.0651462711599|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2075|Salmon|Fern|Round|None|Sapling|Adventure|Smirk
1726|GoblinTownHero #3032|105.02743081154763|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3032|Fire|Moss|Sad|Shield|Lemon Trapperer|Melting|Happy
1727|GoblinTownHero #3025|105.01713974728472|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3025|Starry Candy|Fern|Sad|Double|Mint Slicked|Lilly|Tongue Out
1728|GoblinTownHero #686|104.96956748245248|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/686|Night|Pickle|Snake|None|Green Robin|Carrot|Happy
1729|GoblinTownHero #1954|104.96881023734181|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1954|Vortex|Moss|Sad|Edge|White Wavy|Royal|Smirk
1730|GoblinTownHero #366|104.9501841097718|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/366|Butter|Pickle|Ghost|Edge|Boat|Melting|Neutral Smile
1731|GoblinTownHero #1562|104.92742809106042|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1562|Starry Orange|Pickle|Angry|Double|Peach Bun|Carrot|Tongue Out
1732|GoblinTownHero #1026|104.89502457968695|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1026|Starry Emerald|Moss|Round White|None|Star Bucket|Ether|Smirk
1733|GoblinTownHero #2663|104.87012855399617|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2663|Butter|Moss|Hungover|Big|Afro|Lilly|Drowsy
1734|GoblinTownHero #2630|104.86403046495538|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2630|Pink|Crimson|Ghost|None|Cat|Ether|Neutral Smile
1735|GoblinTownHero #629|104.844629517782|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/629|Salmon|Pickle|Ghost|Big|Salmon Short|Armor|Happy
1736|GoblinTownHero #2066|104.83328217936639|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2066|Fire|Sky|Cry|None|Pink Bear|Fire|Neutral Smile
1737|GoblinTownHero #343|104.82784638563508|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/343|Night|Pickle|Angry|None|Boat|Punch|Gasp
1738|GoblinTownHero #2277|104.81979923390698|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2277|Coconut|Pickle|Snake|Edge|Star Bucket|Honey Cape|Smirk
1739|GoblinTownHero #503|104.81670276025211|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/503|Vortex|Fern|Round White|None|Cat|Rock|Grumpy
1740|GoblinTownHero #736|104.81358616949979|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/736|Starry Emerald|Fern|8BIT|None|Shroom|Carrot|Smirk
1741|GoblinTownHero #1310|104.79889344237833|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1310|Orchid|Moss|X|Double|Lemon Trapperer|Cerulean|Grumpy
1742|GoblinTownHero #3285|104.78685341016597|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3285|Starry Orange|Crimson|Cry|None|Pink Bear|Fire|Grumpy
1743|GoblinTownHero #2654|104.75262338326141|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2654|Starry Emerald|Pickle|Angry|None|Blue Robin|Stars|Smirk
1744|GoblinTownHero #885|104.74933471280877|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/885|Mint|Sky|Gazed|Big|Blue Braids|Hero Cape|Smirk
1745|GoblinTownHero #478|104.72368638053295|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/478|Butter|Moss|Hungover|None|Night Cap|Yellow Dark|Neutral Smile
1746|GoblinTownHero #855|104.70931587423088|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/855|Night|Moss|Ghost|Gold Ether|Leaf|Hero Cape|Gasp
1747|GoblinTownHero #1559|104.67968437172944|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1559|Starry Candy|Pickle|Sad|None|Wizard|Adventure|Neutral Smile
1748|GoblinTownHero #664|104.6756994101085|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/664|Salmon|Moss|Hungover|Double|Sapling|Stars|Tongue Out
1749|GoblinTownHero #541|104.66477772125687|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/541|Mint|Pickle|Ghost|Big|Afro|Cerulean|Smirk
1750|GoblinTownHero #2106|104.66234969489483|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2106|Starry Candy|Pickle|Snake|Shield|Blue Braids|Honey Cape|Smirk
1751|GoblinTownHero #2039|104.65773058909134|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2039|Orchid|Crimson|Neutral|None|Leaf|Royal|Neutral Smile
1752|GoblinTownHero #34|104.64145230149107|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/34|Mint|Moss|Sad|Shield|Green Robin|Carrot|Neutral Smile
1753|GoblinTownHero #2552|104.54759473977062|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2552|Flora|Moss|Ghost|None|Wizard|Star Hero|Happy
1754|GoblinTownHero #246|104.51358920348547|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/246|Coconut|Pickle|8BIT|Big|Peach Fringe|Ether|Drowsy
1755|GoblinTownHero #524|104.51145471170892|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/524|Sky|Moss|Wayfarer|Gold Ether|Star Bucket|Carrot|Gasp
1756|GoblinTownHero #1532|104.5042531083129|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1532|Coconut|Fern|Hungover|Edge|Star Bucket|Melting|Tongue Out
1757|GoblinTownHero #2949|104.49354767703338|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2949|Fire|Moss|Sad|None|Shroom|Punch|Goblin
1758|GoblinTownHero #2358|104.48303894702559|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2358|Starry Emerald|Pickle|Wayfarer|Edge|White Wavy|Fern|Cheeky Smile
1759|GoblinTownHero #92|104.47627356808486|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/92|Starry Arctic|Moss|8BIT|None|Mint Slicked|Adventure|Cheeky Smile
1760|GoblinTownHero #71|104.4563382034224|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/71|Spiky|Moss|Round|Gold Ether|White Wavy|Adventure|Happy
1761|GoblinTownHero #2785|104.42545415833447|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2785|Olive|Pickle|Round White|None|Green Robin|Ether|Happy
1762|GoblinTownHero #2025|104.42212692045997|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2025|Night|Pickle|Angry|Big|Blue Sideswept|Ribbon|Goblin
1763|GoblinTownHero #1623|104.42162987472001|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1623|Pink|Pickle|Angry|Shield|Egg|Fern|Cheeky Smile
1764|GoblinTownHero #1513|104.41395960479512|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1513|Mint|Moss|Round|None|Wizard|Carrot|Neutral Smile
1765|GoblinTownHero #448|104.40978635470773|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/448|Starry Arctic|Pickle|Angry|None|Crown|Star Hero|Tongue Out
1766|GoblinTownHero #1284|104.36280911179763|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1284|Flora|Pickle|Cry|None|Star Bucket|Honey Cape|Grumpy
1767|GoblinTownHero #1216|104.34569062420293|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1216|Sky|Moss|Wayfarer|Shield|Leaf|Hero Cape|Grumpy
1768|GoblinTownHero #1942|104.33285065003949|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1942|Pink|Sky|Round|None|Pink Bear|Yellow Dark|Happy
1769|GoblinTownHero #753|104.32071386226824|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/753|Spiky|Pickle|Cry|Shield|Leaf|Melting|Tongue Out
1770|GoblinTownHero #1608|104.30394806002244|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1608|Butter|Crimson|Round White|None|Blue Sideswept|Ether|Tongue Out
1771|GoblinTownHero #2002|104.28121004993535|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2002|Coconut|Moss|Angry|Big|Lemon Trapperer|Honey Cape|Goblin
1772|GoblinTownHero #1728|104.27850621411977|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1728|Night|Pickle|Ghost|None|Night Cap|Fern|Grumpy
1773|GoblinTownHero #1010|104.23774988277714|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1010|Sky|Moss|X|None|White Wavy|Fern|Fang
1774|GoblinTownHero #1052|104.20606097298969|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1052|Fire|Fern|Cry|None|Pink Bear|Lilly|Gasp
1775|GoblinTownHero #2456|104.19257233154387|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2456|Butter|Fern|Round White|None|Boat|Rock|Happy
1776|GoblinTownHero #108|104.18787436165628|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/108|Fire|Moss|Hungover|None|Cat|Fern|Happy
1777|GoblinTownHero #148|104.16134314101008|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/148|Butter|Crimson|Wayfarer|Edge|White Wavy|Overalls|Neutral Smile
1778|GoblinTownHero #3167|104.14880978348594|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3167|Salmon|Pickle|8BIT|Edge|Pink Bear|Adventure|Happy
1779|GoblinTownHero #279|104.1404275171898|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/279|Orchid|Pickle|8BIT|Shield|Lemon Trapperer|Ribbon|Grumpy
1780|GoblinTownHero #1521|104.13008754875487|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1521|Butter|Sky|X|Shield|Mint Slicked|Royal|Cheeky Smile
1781|GoblinTownHero #2154|104.12536265382096|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2154|Orchid|Fern|Angry|Double|Peach Bun|Hero Cape|Smirk
1782|GoblinTownHero #1474|104.10295122469685|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1474|Starry Candy|Fern|Ghost|Shield|Afro|Fire|Grumpy
1783|GoblinTownHero #1159|104.09036686683322|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1159|Sky|Moss|Hungover|Gold Ether|Blue Sideswept|Hero Cape|Tongue Out
1784|GoblinTownHero #969|104.07866621110277|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/969|Pink|Sky|Round|None|Star Bucket|Overalls|Neutral Smile
1785|GoblinTownHero #1636|104.07402543492557|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1636|Mint|Moss|Round Rainbow|None|Leaf|Stars|Cheeky Smile
1786|GoblinTownHero #2842|104.06426447371187|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2842|Starry Emerald|Pickle|Snake|None|Crown|Honey Cape|Cheeky Smile
1787|GoblinTownHero #2294|104.05900127172397|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2294|Vortex|Crimson|Angry|Shield|Peach Fringe|Rock|Smirk
1788|GoblinTownHero #2582|104.04054226109179|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2582|Fire|Moss|Hungover|Shield|Crown|Lilly|Smirk
1789|GoblinTownHero #1421|104.02192292680661|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1421|Sky|Sky|Sad|Edge|Blue Braids|Ribbon|Tongue Out
1790|GoblinTownHero #1411|104.02105281941253|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1411|Vortex|Moss|Hungover|None|Night Cap|Ether|Grumpy
1791|GoblinTownHero #2129|104.00819913316676|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2129|Orchid|Sky|Sad|None|Green Robin|Punch|Happy
1792|GoblinTownHero #2113|104.00430489534789|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2113|Spiky|Pickle|8BIT|Edge|Lemon Trapperer|Punch|Smirk
1793|GoblinTownHero #2138|103.99183850416561|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2138|Fire|Sky|Angry|Shield|Peach Fringe|Stars|Gasp
1794|GoblinTownHero #1747|103.9591802293037|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1747|Olive|Crimson|Cry|Big|Leaf|Carrot|Grumpy
1795|GoblinTownHero #1936|103.95546003268787|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1936|Starry Emerald|Fern|Wayfarer|Shield|Pink Bear|Lilly|Grumpy
1796|GoblinTownHero #1997|103.954720005668|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1997|Starry Arctic|Moss|Angry|Gold Ether|White Wavy|Adventure|Goblin
1797|GoblinTownHero #1068|103.94942742361994|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1068|Starry Emerald|Sky|Wayfarer|Gold Ether|Blue Sideswept|Lilly|Happy
1798|GoblinTownHero #1388|103.94546284648032|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1388|Vortex|Pickle|Neutral|Edge|Leaf|Adventure|Goblin
1799|GoblinTownHero #2253|103.93838316198814|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2253|Vortex|Fern|Wayfarer|Edge|Leaf|Rock|Happy
1800|GoblinTownHero #2801|103.87911924060872|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2801|Flora|Sky|Gazed|None|Sapling|Lilly|Drowsy
1801|GoblinTownHero #1366|103.86957414863053|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1366|Pink|Fern|Snake|Shield|Wizard|Carrot|Smirk
1802|GoblinTownHero #1175|103.86415211093293|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1175|Sky|Fern|X|Edge|Crown|Ribbon|Smirk
1803|GoblinTownHero #1237|103.8436079139451|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1237|Butter|Fern|Round Rainbow|None|Mint Slicked|Ether|Gasp
1804|GoblinTownHero #1146|103.83125561939075|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1146|Mint|Fern|Neutral|Double|Pink Bear|Hero Cape|Smirk
1805|GoblinTownHero #1671|103.76936819017524|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1671|Night|Fern|Ghost|None|Egg|Punch|Happy
1806|GoblinTownHero #768|103.74720553985499|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/768|Night|Pickle|Sad|None|Sapling|Hero Cape|Goblin
1807|GoblinTownHero #195|103.73244196824432|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/195|Salmon|Fern|Sad|Shield|Green Robin|Fern|Smirk
1808|GoblinTownHero #325|103.7300362871065|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/325|Starry Emerald|Moss|Neutral|None|Star Bucket|Hero Cape|Neutral Smile
1809|GoblinTownHero #1761|103.69952973022731|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1761|Starry Orange|Pickle|Gazed|None|Boat|Punch|Grumpy
1810|GoblinTownHero #817|103.69875358543376|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/817|Pink|Sky|Hungover|Big|Pink Bear|Melting|Gasp
1811|GoblinTownHero #2860|103.66656896519511|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2860|Butter|Pickle|Wayfarer|Big|Peach Fringe|Cerulean|Goblin
1812|GoblinTownHero #2431|103.64375383066756|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2431|Orchid|Fern|Ghost|Gold Ether|Blue Robin|Melting|Neutral Smile
1813|GoblinTownHero #2151|103.64298293804926|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2151|Coconut|Moss|Round|Gold Ether|Pink Bear|Rock|Smirk
1814|GoblinTownHero #394|103.62665742263295|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/394|Flora|Sky|X|Edge|Pink Bear|Overalls|Cheeky Smile
1815|GoblinTownHero #2806|103.58067740283025|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2806|Mint|Pickle|Snake|Shield|Shroom|Star Hero|Goblin
1816|GoblinTownHero #1526|103.57838738434216|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1526|Mint|Fern|Neutral|None|Star Bucket|Royal|Goblin
1817|GoblinTownHero #2699|103.53492577195287|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2699|Starry Candy|Sky|8BIT|None|Crown|Rock|Grumpy
1818|GoblinTownHero #1417|103.5299998045483|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1417|Sky|Fern|Round White|None|Sapling|Hero Cape|Cheeky Smile
1819|GoblinTownHero #2973|103.50718560230865|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2973|Orchid|Fern|8BIT|None|Cat|Overalls|Cheeky Smile
1820|GoblinTownHero #2918|103.49934903134178|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2918|Salmon|Moss|Wayfarer|Edge|Mint Slicked|Star Hero|Gasp
1821|GoblinTownHero #1253|103.49022827191688|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1253|Starry Emerald|Fern|Snake|Gold Ether|Blue Sideswept|Yellow Dark|Smirk
1822|GoblinTownHero #128|103.47481488080152|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/128|Starry Emerald|Fern|Neutral|None|Blue Robin|Overalls|Happy
1823|GoblinTownHero #592|103.4565658482688|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/592|Salmon|Fern|8BIT|None|Egg|Stars|Neutral Smile
1824|GoblinTownHero #2273|103.43988263162419|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2273|Olive|Moss|Ghost|None|Boat|Adventure|Smirk
1825|GoblinTownHero #1266|103.42181421672626|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1266|Starry Orange|Pickle|Round|None|Leaf|Rock|Cheeky Smile
1826|GoblinTownHero #1489|103.41947292388072|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1489|Starry Arctic|Moss|Gazed|Double|Mint Slicked|Ether|Cheeky Smile
1827|GoblinTownHero #2218|103.38262599572224|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2218|Vortex|Pickle|Hungover|Edge|Crown|Fern|Drowsy
1828|GoblinTownHero #749|103.36736334209647|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/749|Salmon|Pickle|Round Rainbow|None|Salmon Short|Melting|Cheeky Smile
