rank|name|score|link|Background|Body|Headgear|Mouse|Glasses
145|CattoPunk #4756|122.4796049073772|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4756|Pink|BlackWhite|Mcap Black|Black|Violet Sunglass
145|CattoPunk #5217|122.4796049073772|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5217|Pink|BlackWhite|Rainbow Cap|Black|Green Sunglass
145|CattoPunk #8607|122.4796049073772|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8607|Blue|BlackWhite|Mcap Black|Black|3d
150|CattoPunk #1507|122.46522646138801|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1507|Yellow|BlackWhite|Mcap Black|Black|Yellow Sunglass
150|CattoPunk #3788|122.46522646138801|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3788|Yellow|BlackWhite|Rainbow Cap|Black|Vr-red
150|CattoPunk #8484|122.46522646138801|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8484|Yellow|Ape|Mcap Black|Black|Vr-Blue
153|CattoPunk #3929|122.45922381913591|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3929|Green|Ape|Mcap Black|Black|Orange Sunglass
154|CattoPunk #6560|122.35955203703102|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6560|Violet|Zombile|Green Beret|Vape|Vr-Blue
155|CattoPunk #3858|121.96738851760419|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3858|Blue|Orange|Rainbow Cap|Vape|Sunglass
156|CattoPunk #1095|121.9637874371|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1095|Orange|Orange|Mcap Black|Vape|Green Sunglass
157|CattoPunk #3297|121.755864348738|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3297|Green|Orange|Green Hat|Pipe|Green Sunglass
158|CattoPunk #8780|121.7522632682338|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8780|Orange|Orange|Green Hat|Cigarette|3d
159|CattoPunk #3291|121.73658492206263|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3291|Yellow|Orange|Green Hat|Spit|Vr-red
159|CattoPunk #9562|121.73658492206263|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9562|Yellow|Orange|Green Hat|Spit|Yellow Sunglass
161|CattoPunk #4979|121.52018656045927|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4979|Violet|Tri colour|Mcap Black|Blue|None
162|CattoPunk #7388|121.45734433167586|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7388|Green|Tri colour|Mcap Black|Cigarette|Violet Sunglass
162|CattoPunk #7964|121.45734433167586|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7964|Blue|Tri colour|Mcap Black|Cigarette|Yellow Sunglass
162|CattoPunk #9532|121.45734433167586|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9532|Blue|Tri colour|Rainbow Cap|Cigarette|Vr-Blue
165|CattoPunk #5948|121.45374325117167|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5948|Orange|Tri colour|Rainbow Cap|Pipe|Violet Sunglass
166|CattoPunk #1383|121.44296588568669|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1383|Yellow|Tri colour|Rainbow Cap|Pipe|Sunglass
166|CattoPunk #6538|121.44296588568669|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6538|Yellow|Tri colour|Rainbow Cap|Pipe|Yellow Sunglass
168|CattoPunk #8305|121.43696324343458|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8305|Green|Tri colour|Rainbow Cap|Cigarette|Orange Sunglass
169|CattoPunk #981|121.37844677681821|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/981|Blue|Grey|Green Hat|Black|Blue Sunglass
169|CattoPunk #1285|121.37844677681821|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1285|Violet|Black|Green Hat|Black|Violet Sunglass
169|CattoPunk #1307|121.37844677681821|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1307|Violet|Grey|Green Hat|Black|Vr
169|CattoPunk #1463|121.37844677681821|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1463|Pink|Grey|Green Hat|Black|Vr
169|CattoPunk #1585|121.37844677681821|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1585|Violet|Black|Green Hat|Black|Vr-red
169|CattoPunk #3660|121.37844677681821|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3660|Blue|Grey|Green Hat|Black|3d
169|CattoPunk #4661|121.37844677681821|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4661|Violet|White Lucky Cat|Green Hat|Black|Green Sunglass
169|CattoPunk #7928|121.37844677681821|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7928|Blue|White Lucky Cat|Green Hat|Black|Violet Sunglass
169|CattoPunk #8136|121.37844677681821|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8136|Green|Black|Green Hat|Black|Vr
178|CattoPunk #4934|121.37484569631403|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4934|Orange|White Lucky Cat|Green Hat|Black|Vr-Blue
178|CattoPunk #9751|121.37484569631403|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9751|Orange|White Lucky Cat|Green Hat|Black|Blue Sunglass
180|CattoPunk #7419|121.36406833082903|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7419|Yellow|White Lucky Cat|Green Hat|Black|Violet Sunglass
180|CattoPunk #9764|121.36406833082903|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9764|Yellow|Black|Green Hat|Black|Vr-Blue
182|CattoPunk #9063|121.32520647883126|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9063|Blue|BlackWhite|Green Hat|Pipe|None
183|CattoPunk #9996|121.31670441764088|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9996|Orange|BlackWhite|Green Hat|Spit|None
184|CattoPunk #8726|121.14730717735766|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8726|Pink|White|Rainbow Cap|Red|Violet Sunglass
185|CattoPunk #6372|120.74703847261435|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6372|Orange|Zombile|Green Beret|Red|Yellow Sunglass
186|CattoPunk #829|120.4190284299003|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/829|Pink|Tri colour|Green Hat|Red|None
187|CattoPunk #3820|120.35847603369172|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3820|Violet|Orange|Mcap Black|Red|Yellow Sunglass
187|CattoPunk #7739|120.35847603369172|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7739|Pink|Orange|Mcap Black|Red|Green Sunglass
189|CattoPunk #8754|120.34409758770254|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8754|Yellow|Orange|Mcap Black|Red|Yellow Sunglass
190|CattoPunk #5244|120.17388713191276|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5244|Green|Black lucky cat|Mcap Black|Cigarette|None
190|CattoPunk #6060|120.17388713191276|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6060|Blue|Zombile|Mcap Black|Cigarette|None
192|CattoPunk #8162|120.16898615122658|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8162|Pink|Black lucky cat|Rainbow Cap|Spit|None
193|CattoPunk #1963|119.92781816378498|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1963|Green|BlackWhite|Mcap Black|Red|None
193|CattoPunk #2232|119.92781816378498|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2232|Green|Ape|Mcap Black|Red|None
195|CattoPunk #3984|119.91135811616931|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3984|Violet|Alien|Green Hat|Black|Yellow Sunglass
195|CattoPunk #5245|119.91135811616931|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5245|Green|Alien|Green Hat|Black|Blue Sunglass
195|CattoPunk #9333|119.91135811616931|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9333|Violet|Alien|Green Hat|Black|3d
198|CattoPunk #1896|119.86497593500155|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1896|Pink|White Lucky Cat|Rainbow Cap|Pipe|Green Sunglass
198|CattoPunk #2103|119.86497593500155|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2103|Blue|Black|Rainbow Cap|Cigarette|Vr-Blue
198|CattoPunk #4509|119.86497593500155|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4509|Violet|Grey|Mcap Black|Cigarette|Vr
198|CattoPunk #5014|119.86497593500155|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5014|Green|Black|Rainbow Cap|Cigarette|Vr-red
198|CattoPunk #5711|119.86497593500155|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5711|Green|Grey|Rainbow Cap|Cigarette|Vr
198|CattoPunk #5923|119.86497593500155|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5923|Pink|Black|Rainbow Cap|Pipe|Blue Sunglass
198|CattoPunk #8467|119.86497593500155|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8467|Green|Black|Mcap Black|Cigarette|Vr
205|CattoPunk #4995|119.86137485449737|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4995|Orange|White Lucky Cat|Mcap Black|Pipe|Vr-red
205|CattoPunk #9866|119.86137485449737|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9866|Orange|White Lucky Cat|Mcap Black|Cigarette|Blue Sunglass
207|CattoPunk #5487|119.86007495431537|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5487|Green|Grey|Mcap Black|Spit|Vr
207|CattoPunk #7543|119.86007495431537|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7543|Pink|Black|Rainbow Cap|Spit|Vr
207|CattoPunk #8510|119.86007495431537|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8510|Pink|Grey|Rainbow Cap|Spit|Violet Sunglass
207|CattoPunk #8816|119.86007495431537|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8816|Pink|Grey|Mcap Black|Spit|Blue Sunglass
211|CattoPunk #898|119.85720836449283|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/898|Pink|Violet|Soldier|Black|Blue Sunglass
212|CattoPunk #3683|119.85059748901237|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3683|Yellow|Grey|Rainbow Cap|Pipe|Sunglass
212|CattoPunk #6845|119.85059748901237|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6845|Yellow|Grey|Rainbow Cap|Cigarette|Violet Sunglass
212|CattoPunk #9324|119.85059748901237|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9324|Yellow|White Lucky Cat|Rainbow Cap|Cigarette|Vr
212|CattoPunk #9647|119.85059748901237|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9647|Yellow|Grey|Rainbow Cap|Pipe|Blue Sunglass
216|CattoPunk #148|119.84569650832618|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/148|Yellow|Grey|Mcap Black|Spit|Blue Sunglass
216|CattoPunk #309|119.84569650832618|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/309|Yellow|White Lucky Cat|Rainbow Cap|Spit|Violet Sunglass
216|CattoPunk #2059|119.84569650832618|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2059|Yellow|Black|Rainbow Cap|Spit|Blue Sunglass
219|CattoPunk #70|119.84459484676027|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/70|Violet|Grey|Mcap Black|Pipe|Orange Sunglass
219|CattoPunk #7530|119.84459484676027|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7530|Pink|Black|Rainbow Cap|Cigarette|Orange Sunglass
221|CattoPunk #9103|119.83969386607409|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9103|Green|Grey|Rainbow Cap|Spit|Orange Sunglass
222|CattoPunk #9823|119.82244883026237|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9823|Yellow|Violet|Soldier|Black|Orange Sunglass
223|CattoPunk #6475|119.4763016040739|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6475|Green|Blackbrown|Mcap Black|Black|Vr-Blue
224|CattoPunk #8738|119.46192315808472|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8738|Yellow|Blackbrown|Mcap Black|Black|Vr
225|CattoPunk #8595|118.82666003322599|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8595|Green|Black|Green Hat|Red|None
226|CattoPunk #2087|118.40189203234715|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2087|Violet|White|Green Hat|Black|Green Sunglass
226|CattoPunk #3136|118.40189203234715|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3136|Pink|White|Green Hat|Black|Sunglass
226|CattoPunk #8116|118.40189203234715|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8116|Violet|White|Green Hat|Black|Vr-Blue
229|CattoPunk #3554|118.39829095184295|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3554|Orange|White|Green Hat|Black|Green Sunglass
230|CattoPunk #3071|118.39788727435266|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3071|Green|Alien|Rainbow Cap|Cigarette|Blue Sunglass
231|CattoPunk #1138|118.39428619384847|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1138|Orange|Alien|Rainbow Cap|Pipe|Violet Sunglass
231|CattoPunk #6709|118.39428619384847|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6709|Orange|Alien|Rainbow Cap|Pipe|Yellow Sunglass
233|CattoPunk #1076|118.39298629366647|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1076|Green|Alien|Rainbow Cap|Spit|Sunglass
233|CattoPunk #2488|118.39298629366647|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2488|Blue|Alien|Rainbow Cap|Spit|Violet Sunglass
233|CattoPunk #3146|118.39298629366647|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3146|Green|Alien|Rainbow Cap|Spit|Blue Sunglass
236|CattoPunk #2100|118.38751358635797|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2100|Yellow|White|Green Hat|Black|Green Sunglass
237|CattoPunk #9830|118.38350882836349|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9830|Yellow|Alien|Mcap Black|Pipe|Vr-Blue
238|CattoPunk #448|118.37750618611138|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/448|Green|Alien|Mcap Black|Cigarette|Orange Sunglass
239|CattoPunk #5292|118.34799691047589|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5292|Pink|Violet|Black Top Hat 1|Blue|Yellow Sunglass
240|CattoPunk #9263|118.32401474173042|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9263|Orange|Violet|Military Cap|Blue|Orange Sunglass
241|CattoPunk #6801|118.3026237488526|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6801|Yellow|Blackbrown|Green Hat|Spit|None
242|CattoPunk #187|117.6130608886812|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/187|Violet|Orange|Green Hat|Black|Green Sunglass
242|CattoPunk #1882|117.6130608886812|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1882|Green|Orange|Green Hat|Black|3d
242|CattoPunk #4276|117.6130608886812|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4276|Blue|Orange|Green Hat|Black|Vr-Blue
245|CattoPunk #9636|117.60945980817701|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9636|Orange|Orange|Green Hat|Black|Green Sunglass
246|CattoPunk #465|117.31454087161906|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/465|Green|Tri colour|Mcap Black|Black|Blue Sunglass
246|CattoPunk #3102|117.31454087161906|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3102|Pink|Tri colour|Rainbow Cap|Black|Green Sunglass
246|CattoPunk #3537|117.31454087161906|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/3537|Pink|Tri colour|Mcap Black|Black|Violet Sunglass
246|CattoPunk #4706|117.31454087161906|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4706|Green|Tri colour|Mcap Black|Black|Vr
246|CattoPunk #7714|117.31454087161906|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7714|Pink|Tri colour|Mcap Black|Black|Sunglass
246|CattoPunk #9912|117.31454087161906|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9912|Violet|Tri colour|Rainbow Cap|Black|Vr
252|CattoPunk #1500|117.31093979111488|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1500|Orange|Tri colour|Rainbow Cap|Black|Violet Sunglass
252|CattoPunk #8928|117.31093979111488|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8928|Orange|Tri colour|Mcap Black|Black|Violet Sunglass
254|CattoPunk #6883|117.30182054039643|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6883|Orange|Violet|Soldier|Red|None
255|CattoPunk #2118|117.2905587028736|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2118|Orange|Tri colour|Rainbow Cap|Black|Orange Sunglass
256|CattoPunk #9556|117.17880193827027|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9556|Orange|Ape|Green Hat|Black|None
257|CattoPunk #6206|117.16802457278528|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6206|Yellow|Ape|Green Hat|Black|None
258|CattoPunk #5607|116.9512634193139|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5607|Violet|White|Rainbow Cap|Blue|None
259|CattoPunk #1833|116.8884211905305|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1833|Blue|White|Mcap Black|Pipe|Sunglass
259|CattoPunk #1983|116.8884211905305|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1983|Blue|White|Mcap Black|Pipe|Sunglass
259|CattoPunk #2318|116.8884211905305|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2318|Pink|White|Mcap Black|Pipe|Vr-Blue
259|CattoPunk #2935|116.8884211905305|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2935|Green|White|Mcap Black|Pipe|Blue Sunglass
259|CattoPunk #6818|116.8884211905305|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6818|Violet|White|Rainbow Cap|Pipe|Yellow Sunglass
264|CattoPunk #4581|116.8848201100263|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4581|Orange|White|Rainbow Cap|Cigarette|Green Sunglass
265|CattoPunk #4553|116.87991912934011|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4553|Orange|White|Mcap Black|Spit|Green Sunglass
266|CattoPunk #9349|116.87404274454131|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9349|Yellow|White|Mcap Black|Pipe|Blue Sunglass
267|CattoPunk #1198|116.86804010228921|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1198|Violet|White|Mcap Black|Pipe|Orange Sunglass
268|CattoPunk #2800|116.86313912160303|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2800|Violet|White|Mcap Black|Spit|Orange Sunglass
269|CattoPunk #973|116.49175356629138|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/973|Green|Zombile|Soldier|Cigarette|Vr
269|CattoPunk #1515|116.49175356629138|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1515|Blue|Zombile|Green Beret|Cigarette|3d
269|CattoPunk #4148|116.49175356629138|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4148|Violet|Black lucky cat|Soldier|Pipe|Yellow Sunglass
269|CattoPunk #4678|116.49175356629138|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4678|Blue|Zombile|Soldier|Cigarette|Yellow Sunglass
269|CattoPunk #5928|116.49175356629138|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5928|Green|Black lucky cat|Soldier|Cigarette|Blue Sunglass
269|CattoPunk #7670|116.49175356629138|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/7670|Green|Zombile|Soldier|Cigarette|Violet Sunglass
275|CattoPunk #2631|116.48685258560519|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2631|Violet|Black lucky cat|Soldier|Spit|Violet Sunglass
275|CattoPunk #8594|116.48685258560519|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8594|Pink|Black lucky cat|Green Beret|Spit|Vr-Blue
277|CattoPunk #6088|116.483251505101|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6088|Orange|Zombile|Green Beret|Spit|Vr-Blue
278|CattoPunk #6161|116.4773751203022|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6161|Yellow|Black lucky cat|Green Beret|Pipe|Vr-Blue
279|CattoPunk #8402|116.47247413961601|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8402|Yellow|Zombile|Soldier|Spit|Green Sunglass
280|CattoPunk #970|116.46647149736391|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/970|Pink|Black lucky cat|Soldier|Spit|Orange Sunglass
281|CattoPunk #2699|116.36806553143514|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2699|Orange|Tri colour|Mcap Black|Vape|None
281|CattoPunk #8929|116.36806553143514|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8929|Orange|Tri colour|Mcap Black|Vape|None
283|CattoPunk #4889|116.24568459816359|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/4889|Violet|BlackWhite|Green Beret|Red|Green Sunglass
284|CattoPunk #6429|116.16014244307313|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/6429|Violet|Tri colour|Green Hat|Pipe|None
285|CattoPunk #8533|116.14576399708396|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8533|Yellow|Tri colour|Green Hat|Cigarette|None
286|CattoPunk #1867|116.09959004686455|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/1867|Pink|Orange|Rainbow Cap|Cigarette|Yellow Sunglass
286|CattoPunk #2210|116.09959004686455|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2210|Violet|Orange|Mcap Black|Cigarette|Yellow Sunglass
286|CattoPunk #8389|116.09959004686455|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/8389|Violet|Orange|Rainbow Cap|Pipe|Vr
286|CattoPunk #9402|116.09959004686455|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/9402|Pink|Orange|Mcap Black|Pipe|Sunglass
290|CattoPunk #2166|116.09598896636035|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/2166|Orange|Orange|Rainbow Cap|Cigarette|Vr-Blue
290|CattoPunk #5603|116.09598896636035|https://quixotic.io/asset/0xd88FB5809a51d5C42fEcF0e69055EEAC0C70b23C/5603|Orange|Orange|Rainbow Cap|Pipe|3d
