rank|name|score|link|Background|Body|Tattoo|Nose|Mouth|Eyes|On eyes|Clothes|Accessorie|Head|Smokes
1012|Oliens #1814|151.2431937524561|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1813|jungle |gray bluish ||funny nose |small lips|cool eyes |pink fire glaasses |deep pink cowboy shirt ||bald |
1013|Oliens #63|151.15654343036212|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/62|red drapes |light skin ||big fat nose |small lips|sus eyes|sun glasses |purple vintage shirt ||short hair |cigarette 
1014|Oliens #1217|151.1093227557324|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1216|blackhole |gray bluish ||Onose |closed mouth |cool eyes ||magenta shirt with a line ||marron cowboy hat |cigarette 
1015|Oliens #1496|151.10341077204677|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1495|blackhole |gray bluish ||Onose |small lips|bruised eye ||purple cowboy shirt ||short hair |
1016|Oliens #1939|151.048315332437|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1938|black and purple |pink ||wierd nose |wide mouth|sus eyes||red suit ||braid caramel|cigarette 
1017|Oliens #649|150.8945588787372|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/648|orange to purple |light skin ||funny nose |wondering mouth |bored eyes |sun glasses |pizza planet guy t shirt ||bald |
1018|Oliens #1385|150.76587155146137|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1384|red |baby blue ||Onose |wild mouth |bored eyes ||black suit |gold ring|bald |blunt 
1019|Oliens #1508|150.7541656342376|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1507|shades of gray |green ||funny nose |closed mouth |cool eyes |sun glasses |black Tshirt ||braid cherry |
1020|Oliens #1904|150.68460052587932|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1903|desert|pickle green ||wierd nose |wild mouth |tierd eyes sinning ||simple green Tshirt |silver ring |braid black|
1021|Oliens #1603|150.60959814539132|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1602|red tunnel |pale lime yellow ||funny nose |wild mouth |sus eyes||cowboy shirt vintage |silver ring |short hair |
1022|Oliens #1302|150.53736742902535|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1301|desert|sun burn white skin ||big fat nose |wide mouth|cool eyes |pink fire glaasses |under shirt ||mohak|
1023|Oliens #1980|150.51114407364727|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1979|wormhole |raw umber |will i ever go home tattoo |bignose |wide mouth|punky eyes ||light pink cowboy shirt ||braid cherry |
1024|Oliens #283|150.40601141040796|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/282|burnning man |pickle green ||wierd nose |wondering mouth |sus eyes|sun glasses |under shirt ||white long hair |
1025|Oliens #836|150.34666890386046|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/835|blue |green ||wierd nose |closed mouth |sus eyes||purple vintage shirt ||braid ginger |
1026|Oliens #1969|150.31315220261232|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1968|mushroom cloud |light virdian ||bignose |open mouth |bored eyes ||blue Tshirt ||braid ocean blue |cigarette 
1027|Oliens #1865|150.30584535000995|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1864|mushroom cloud |pale lime yellow ||bignose |wide mouth|sus eyes||deep green vintage shirt ||red mohak |
1028|Oliens #1905|150.27181694282424|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1904|blue |light gray ||nose2 |closed mouth |cute eyes shining ||black Tshirt ||short hair |
1029|Oliens #41|150.19247034296254|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/40|jungle |pink ||bignose |small lips|tierd eyes sinning ||pizza planet guy t shirt ||braid ocean blue |
1030|Oliens #982|150.15053470491694|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/981|red |gray bluish ||wierd nose |wide mouth|bored eyes ||deep green vintage shirt ||mohak|
1031|Oliens #669|150.09125773843886|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/668|summer |light virdian ||funny nose |wondering mouth |tierd eyes sinning |purple fire glasses |under shirt ||braid ocean blue |
1032|Oliens #1796|150.06025128208464|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1795|red |green ||bignose |closed mouth |tierd eyes ||light pink cowboy shirt ||bald |
1033|Oliens #2133|150.03222778854152|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2132|stary sky|light lime yellow ||bignose |wondering mouth |sus eyes||green suit ||braid cherry |
1034|Oliens #1114|150.01354406580617|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1113|red tunnel |raw umber ||Onose |wide mouth|punky eyes ||under shirt ||red long hair|
1035|Oliens #264|149.95198532877902|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/263|red |green ||wierd nose |closed mouth |sus eyes||vintage shirt with a line ||short hair |
1036|Oliens #2150|149.91275125898088|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2149|light blue |light gray ||funny nose |wondering mouth |cute eyes ||black suit ||braid black|
1037|Oliens #1786|149.89900375518792|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1785|purple back |bunrt umber ||wierd nose |wondering mouth |cool eyes ||blue bathrobe ||braid ginger |cigarette 
1038|Oliens #1382|149.85627643266707|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1381|orange |dark brown ||bignose |wondering mouth |cool eyes ||red suit ||marron cowboy hat |
1039|Oliens #1211|149.77107030181995|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1210|tunnel|pale lime yellow ||wierd nose |small lips|cool eyes |sun glasses |deep green vintage shirt ||oxblood cowboyhat |
1040|Oliens #1537|149.75038995623416|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1536|purple back |light lime yellow ||Onose |closed mouth |Oeyes shiny ||blue bathrobe ||braid ginger |
1041|Oliens #1144|149.73383927115336|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1143|cosmos black back |green ||wierd nose |open mouth |cool eyes ||under shirt ||mohak|
1042|Oliens #120|149.66532321338113|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/119|shades of gray |pickle green ||big fat nose |wide mouth|Oeyes ||simple gray vintage shirt ||braid cherry |
1043|Oliens #499|149.66120726139638|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/498|dark purple back |gray bluish ||funny nose |small lips|bored eyes ||blue suit ||mohak|
1044|Oliens #55|149.64140329922665|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/54|anarchist |light virdian ||funny nose |wondering mouth |cute eyes shining ||blue suit ||bald |
1045|Oliens #1972|149.63733268603016|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1971|blackhole |baby blue ||big fat nose |small lips|tierd eyes ||vintage shirt with a line ||cap hat |
1046|Oliens #483|149.6206339204349|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/482|dark purple back |pale lime yellow ||bignose |wide mouth|punky eyes ||green suit ||short hair |
1047|Oliens #788|149.60935600177527|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/787|desert|light virdian ||bignose |small lips|Oeyes shiny ||pink shirt with a line ||long braid ginger|
1048|Oliens #231|149.605239008979|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/230|glittery night sky |pale lime yellow ||bignose |small lips|bruised eye ||vintage shirt with a line ||bald |
1049|Oliens #118|149.60433903796263|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/117|blackhole |gray bluish ||big fat nose |wide mouth|tierd eyes sinning |purple fire glasses |orange vintage shirt ||braid cherry |
1050|Oliens #339|149.44527292785278|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/338|burnning man |pink ||Onose |wild mouth |punky eyes ||magenta shirt with a line ||braid black|
1051|Oliens #682|149.41400741572812|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/681|wormhole |light virdian ||nose2 |wondering mouth |Oeyes ||blue bathrobe ||joker hair |
1052|Oliens #1478|149.4054959624926|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1477|orange |pale lime yellow ||big fat nose |open mouth |tierd eyes sinning ||red Tshirt ||bald |
1053|Oliens #1126|149.40041747884473|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1125|purple back |green ||big fat nose |wondering mouth |tierd eyes sinning ||orange shirt with a line ||long braid ginger|
1054|Oliens #112|149.37613165857675|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/111|orange |gray bluish ||Onose |closed mouth |Oeyes shiny ||purple vintage shirt ||short hair |blunt 
1055|Oliens #1600|149.36550773585486|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1599|sangria red |raw umber ||big fat nose |wide mouth|bored eyes ||purple cowboy shirt ||joker hair |
1056|Oliens #919|149.36234031573727|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/918|blue |gray bluish ||bignose |wild mouth |tierd eyes sinning ||purple vintage shirt ||short wavy hair |
1057|Oliens #2117|149.29174563521087|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2116|ice latte back |green ||nose2 |wide mouth|punky eyes ||naked ||short wavy hair |
1058|Oliens #1040|149.2832654864844|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1039|wormhole |raw umber ||Onose |closed mouth |sus eyes||naked ||joker hair |
1059|Oliens #916|149.27786239075482|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/915|desert night |light gray ||funny nose |wondering mouth |punky eyes ||naked ||cap hat |
1060|Oliens #1849|149.23365425946167|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1848|ice latte back |light skin ||big fat nose |small lips|tierd eyes ||red Tshirt ||marron cowboy hat |
1061|Oliens #1284|149.17274344374067|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1283|red tunnel |light lime yellow ||wierd nose |wild mouth |sus eyes||cowboy shirt vintage ||long braid ginger|
1062|Oliens #1081|149.15971887234363|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1080|cosmos black back |pale lime yellow ||nose2 |wondering mouth |cool eyes ||blue Tshirt ||red mohak |
1063|Oliens #123|149.0496510167337|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/122|pink back |light gray ||Onose |wide mouth|punky eyes ||simple green Tshirt |silver ring |short wavy hair |
1064|Oliens #708|149.0472553220031|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/707|light blue |light gray ||funny nose |wondering mouth |cute eyes shining ||magenta shirt with a line ||bald |
1065|Oliens #1477|148.78515531267828|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1476|desert night |pale lime yellow ||big fat nose |wide mouth|bored eyes ||orange vintage shirt |gold ring|braid black|cigarette 
1066|Oliens #781|148.70736404759862|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/780|red tunnel |sky blue body ||nose2 |wondering mouth |punky eyes ||navy suit ||long braid ginger|
1067|Oliens #22|148.67586138265654|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/21|galaxy |sun burn white skin ||bignose |wondering mouth |bored eyes ||red Tshirt ||green mohak|
1068|Oliens #440|148.66394020598125|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/439|dark purple back |pale lime yellow ||wierd nose |wide mouth|cool eyes ||deep pink cowboy shirt ||braid ocean blue |
1069|Oliens #2214|148.49973741519452|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2213|mushroom cloud |gray bluish ||Onose |wondering mouth |bruised eye ||simple green Tshirt ||braid black|
1070|Oliens #276|148.46114316825623|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/275|brown and blue |gray bluish ||funny nose |wondering mouth |bored eyes |pink fire glaasses |black suit ||short hair |
1071|Oliens #165|148.456252094289|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/164|tunnel|gray bluish ||Onose |small lips|sus eyes||pink bathrobe ||braid black|
1072|Oliens #1870|148.44531719498642|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1869|pink to blue |pale lime yellow ||nose2 |wild mouth |sus eyes||pink bathrobe ||braid caramel|
1073|Oliens #190|148.4298595894788|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/189|jungle |pink ||Onose |wide mouth|punky eyes ||blue bathrobe ||red cap hat |cigarette 
1074|Oliens #1500|148.4287726763687|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1499|stary sky|sun burn white skin ||Onose |wondering mouth |cool eyes ||black Tshirt |silver ring |braid caramel|
1075|Oliens #35|148.2837531568512|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/34|stary sky|light lime yellow ||Onose |wondering mouth |bored eyes ||orange shirt with a line ||braid cherry |blunt 
1076|Oliens #608|148.22922900805935|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/607|pink to blue |dark brown ||big fat nose |wondering mouth |Oeyes shiny ||light pink cowboy shirt ||long braid ginger|blunt 
1077|Oliens #2156|148.21714234032112|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2155|pink back |pink ||wierd nose |small lips|cool eyes ||red suit ||mohak|
1078|Oliens #1951|148.201600661646|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1950|stary sky|baby blue ||bignose |closed mouth |cool eyes |sun glasses |blue Tshirt |silver ring |braid caramel|
1079|Oliens #390|148.17882830928386|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/389|light blue |pale lime yellow ||wierd nose |closed mouth |tierd eyes ||deep pink cowboy shirt ||braid cherry |
1080|Oliens #580|148.12757889909648|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/579|forest green |pale lime yellow ||Onose |wide mouth|tierd eyes sinning ||black Tshirt |bitcoin necklce|bald |
1081|Oliens #555|147.9723961596692|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/554|tunnel|light virdian ||Onose |small lips|sus eyes||red Tshirt ||marron cowboy hat |cigarette 
1082|Oliens #750|147.8302944402731|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/749|brown and blue |light skin ||Onose |closed mouth |cool eyes ||deep pink cowboy shirt ||long braid ginger|cigarette 
1083|Oliens #2169|147.78963330910747|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2168|light blue |gray bluish ||bignose |wide mouth|bored eyes ||navy suit ||braid ocean blue |
1084|Oliens #72|147.77433206658384|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/71|red tunnel |bunrt umber ||nose2 |closed mouth |Oeyes shiny |sun glasses |pink shirt with a line ||bald |cigarette 
1085|Oliens #155|147.75423011548503|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/154|blackhole |pickle green |will i ever go home tattoo |bignose |wondering mouth |punky eyes |sun glasses |hazelnut brown shirt with a line ||bald |
1086|Oliens #2070|147.6856694393938|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2069|pink back |light skin ||funny nose |wondering mouth |sus eyes||naked ||mohak|
1087|Oliens #1070|147.6164428572662|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1069|pink to blue |dark brown ||bignose |wide mouth|Oeyes shiny ||orange vintage shirt ||braid cherry |cigarette 
1088|Oliens #1129|147.53079195319748|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1128|jungle |bunrt umber ||nose2 |wondering mouth |tierd eyes ||blue bathrobe ||green mohak|
1089|Oliens #510|147.45709143988043|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/509|stary sky|pink ||Onose |wide mouth|Oeyes ||white Tshirt ||marron cowboy hat |
1090|Oliens #892|147.4331239420773|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/891|glittery night sky |light skin ||big fat nose |small lips|tierd eyes sinning ||deep pink cowboy shirt |bitcoin necklce|braid ginger |
1091|Oliens #506|147.4138622396549|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/505|gray |bunrt umber ||Onose |wide mouth|punky eyes |sun glasses |navy suit ||bald |
1092|Oliens #328|147.36702689268878|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/327|wormhole |light gray ||bignose |wondering mouth |cute eyes ||black Tshirt ||braid ginger |
