rank|name|score|link|aura|weapon|body|eye|clothes|accessory_ear|mouth|accessory_face|hair|headgear|style
105|Genesis Kami #755|913.2722498428308|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/755|Immortal okane mochi|Katana 2|White|White angry eyes|Brown turtle|Silver spear|Smile|Gold cyberpunk glasses|Red japan bangs|Sadly mask|present
106|Genesis Kami #2795|912.2621598208349|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2795|Fossil blue fire ghost|Katana 1|Black|Green angry eyes|Red fur|Gold ring 2|Smirk|Red anti toxic mask|Red nippon|Black devil horn|present
107|Genesis Kami #3814|911.0204654730696|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3814|Slate purple fire ghost|None|Cream|Red gentle|Red white kimono|Gold fan|Angry|Red oni mask|Red disheveled|Black tengu|ancient
108|Genesis Kami #3232|910.5603389118706|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3232|Teal kase|Purple scythe|Brown|Purple good boy|Purple white hood|Silver double long right|Haha|Green anti toxic mask|Brown nippon|Black baby cat|present
109|Genesis Kami #4907|904.595904892733|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4907|Slate red fire ghost|Purple scythe|Black|Yellow gangsta|Purple black hood|Gold ring 1|Smirk|Anti toxic mask|Brown wuxia|Gold sky blue imperial crown s|present
110|Genesis Kami #2987|904.4706707177048|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2987|Sky|Katana 2|Cream|Purple angry eyes|Blue priest|Yellow fan|Angry|Black oni mask|Brown kpop 1|None|ancient
111|Genesis Kami #1005|904.3321573516745|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1005|Immortal okane mochi|Berserker blade|Brown|Yellow demon|Red turtle|Gold short long|Smile|White opera kamen|Mint ikemen|Angel ring|present
112|Genesis Kami #3916|902.7202625151408|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3916|Hazulnut grass flower|Shikigami|Cream|Black good boy|Gold kimono|Black red kss hanafuda|Smile|None|Mint kpop 1|Brownish orange kitsune ears|ancient
113|Genesis Kami #1570|902.3906549968292|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1570|Porpoise|Gray scythe|White|White angry eyes|Black white clown|Silver chain|Angry|Red shadow mask|White disheveled|Gold satan horn|fantasy
114|Genesis Kami #1837|901.1658445108071|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1837|Seaweed|None|White|White grievous|Pharoh|Silver ring 2|Smile|Red shadow mask|Gray cornrow braids|Black minotaur horn|fantasy
115|Genesis Kami #600|900.8855825811677|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/600|Wood|None|Cream|Green grievous|White black kimono|Silver fan|Haha|Black oni mask|Purple wuxia|Noumen|ancient
116|Genesis Kami #1019|900.3727785356217|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1019|Black fire|Gray scythe|Cream|Sky blue strained|Black gakuran|Gold double long right|Mild smile|Houtai cheek & nose|Black cornrow braids|White minotaur horn|present
117|Genesis Kami #3644|900.1691571882249|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3644|Sandstone|Red wand|White|Yellow cold|Black gold pimp|Silver triple ring right|Neutral|Gold opera kamen|Red oppa|Wizard hat|present
118|Genesis Kami #3248|899.388749469061|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3248|Pine|Berserker blade|Titanium|White angry eyes|Black gakuran|Silver dot|Blue rose|Brown pirate eyepatch|Red madara|Joker mask|present
119|Genesis Kami #3793|896.5211324613772|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3793|Immortal galaxy sakura|Purple scythe|Cream|Red angry eyes|Purple gakuran|Silver spear|Haha|Blue sunglasses|Red kpop 1|None|present
120|Genesis Kami #3626|895.3722627668977|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3626|Lead earth fairy|Berserker blade|Cream|Red determined|Blue biker jacket|Silver four ring right|Cigar|Megane|Gray wuxia|Rad devil horn|present
121|Genesis Kami #1701|894.8216281741935|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1701|Mahogany|Purple scythe|Cream|Black strained|Red gangster suit|Sky blue feather|Smirk|Black danzo mekakushi|Black ikemen|White satan horn|present
122|Genesis Kami #2986|892.641865335945|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2986|Shadow|Purple scythe|Cream|Green gentle|Red turtle|None|Pink gum|Houtai cheek|White slick hair|White satan horn|present
123|Genesis Kami #4307|891.3298990750334|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4307|Seaweed|Spear|Black|White gentle|Light gray fur|Silver double long right|Smile|Green anti toxic mask|Brown cornrow braids|Gold red imperial crown s|present
124|Genesis Kami #4381|891.3295232714024|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4381|Chocolate black red thunder|Katana 1|White|Purple satan|Black hood|Gold spear|Blue gum|Black mekakushi|Gray disheveled|White devil horn|present
125|Genesis Kami #4051|889.1108694644714|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4051|Oat|Purple scythe|Titanium|Purple determined|Purple lord|Gold dot|Neutral|Red shadow mask|Brownish orange ikemen|Silver sky blue imperial crown|fantasy
126|Genesis Kami #1441|888.5229645766702|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1441|Shadow|None|Brown|Red gentle|Blue biker jacket|Sky blue feather|Angry|Green anti toxic mask|Mint harajuku|Joker mask|present
127|Genesis Kami #16|885.9592702513138|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/16|Seaweed|Brush|White|White grievous|White silver pimp|Silver ring 1|Angry|Green anti toxic mask|Black cornrow braids|Angel ring|present
128|Genesis Kami #1046|884.2184630264184|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1046|Lead fire fairy|Gold berserker|Cream|Purple grievous|White black clown|Black spear|Mild smile|Red shadow mask|Black shonen|Black satan horn|fantasy
129|Genesis Kami #4193|882.9144944663848|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4193|Rosewood|Katana 1|White|Red vampire|Purple turtle|None|Pink gum|Brown sunglasses|Gray shonen|Black mafia hat|present
130|Genesis Kami #1117|882.407614585772|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1117|Immortal okane mochi|Gray scythe|Titanium|Black angry eyes|Light gray fur|Silver ring 1|Smile|Black pirate eyepatch|Brown long hair|None|present
131|Genesis Kami #2058|882.0507433948204|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2058|Flint|None|Cream|Sky blue good boy|Red cyberpunk suit|White skull|Haha|Red shadow mask|Gray ikemen|Gold satan horn|fantasy
132|Genesis Kami #4742|876.6506156180105|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4742|Chocolate black red thunder|None|Cream|Sky blue aggressive|Blue hood|Silver ring 2|Smile|Houtai cheek & nose|Gold disheveled|None|present
133|Genesis Kami #286|874.5036500514366|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/286|Hazel wood dry leaves|Berserker blade|Cream|White grievous|Black ronin|Silver double long right|Smirk|Red oni mask|Gray under cut|Angel ring|ancient
134|Genesis Kami #5401|874.181403542532|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5401|Immortal okane mochi|Red wand|Cream|Red gentle|Blue gangster suit|Gold chain|Black rose|Black mekakushi|Brownish orange japan bangs|Horror mask|present
135|Genesis Kami #3978|873.3888498094625|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3978|Olive|None|Brown|Red good boy|White father|Silver double long right|Smirk|Gold anti toxic mask|Brown slick hair|Silver red imperial crown s|present
136|Genesis Kami #30|872.4106702633106|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/30|Silver|None|White|Red vampire|Red biker jacket|Black spear|Smile with teeth|Black opera kamen|Brownish orange under cut|White satan horn|present
137|Genesis Kami #3437|870.1334039051802|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3437|Pink sakura|Brush|Cream|Green aggressive|Black red kimono|Red black fluffy|Gritted|Mask gangster|Gold oppa|Gray tengu|ancient
138|Genesis Kami #2582|869.80400114753|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2582|Umber|None|Cream|Purple gentle|Black gold samurai|White black fluffy|Haha|Black oni mask|Purple nippon|Black cat ears|ancient
139|Genesis Kami #5253|869.2306646656104|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5253|Lavender|Silver berserker|White|Yellow cold|Dark tribal|Silver skull|Haha|Red shadow mask|Brownish orange long hair|Silver sky blue imperial crown|fantasy
140|Genesis Kami #904|868.7679268584905|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/904|Porpoise fire fairy|None|Gray|Green gentle|White ronin|Silver triple ring right|Smile|Black oni mask|White kpop 1|Black tengu|ancient
141|Genesis Kami #4318|868.5955406769972|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4318|Porpoise white purple|None|Cream|Sky blue angry eyes|Black ronin|Black gold kss hanafuda|Haha|Mask gangster|White long hair|Black tengu|ancient
142|Genesis Kami #888|867.6906436202487|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/888|Slate blue fire ghost|Purple scythe|White|Green angry eyes|White gakuran|Silver dot|Blue rose|Brown pirate eyepatch|Gray slick hair|White magic hat|present
143|Genesis Kami #1138|867.4270434077466|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1138|Blizzard night|Purple wand|Gray|White aggressive|Black wing angel|Gold short long|Smile|Red shadow mask|Gray shonen|None|fantasy
144|Genesis Kami #4754|866.1531235498406|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4754|Silver|None|Cream|Sky blue good boy|Purple cape|White feather|Neutral|Anti toxic mask|Red cornrow braids|Black baby cat|present
145|Genesis Kami #2599|865.2988840986127|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2599|Hazulnut grass flower|Berserker blade|Cream|Gray demon|Black white kimono|Yellow fan|Knife|Houtai both cheek|Gold kpop 1|Angel ring|ancient
146|Genesis Kami #4859|865.2301310192614|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4859|Seaweed|None|Cream|Sky blue gangsta|Red hood|Silver double ring right 1|Smile|Green anti toxic mask|White nippon|Rad devil horn|present
147|Genesis Kami #4973|864.7086726171831|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4973|Flint|None|Cream|Black good boy|Black hood|Silver ring 3|Smirk|Red anti toxic mask|Mint slick hair|Silver red imperial crown s|present
148|Genesis Kami #2310|864.3414093346499|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2310|Red fire|None|White|Green cold|White silver pimp|Silver double ring right 2|Gritted|Blue cyberpunk glasses|Brownish orange ikemen|Black mafia hat|present
149|Genesis Kami #4686|864.2894791905475|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4686|Sandstone|Katana 1|Cream|Yellow determined|Gray binbo|Red feather|Smile|Red oni mask|Brown long hair|Noumen|ancient
150|Genesis Kami #1404|863.8729419212227|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1404|Immortal galaxy sakura|Katana 1|White|Red good boy|White red kimono|Gold dot|Haha|Ninja mask|Brownish orange madara|None|ancient
151|Genesis Kami #1152|862.3462863768694|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1152|Mahogany|Purple wand|Brown|White gentle|White gold pimp|Black feather|Smile|Green anti toxic mask|Purple harajuku|Horror mask|present
152|Genesis Kami #2877|862.3446575321876|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2877|Silver|Gray scythe|White|Pink grievous|Blue cape|Silver double long right|Smile|Round glasses small|Red oppa|Wizard hat|present
153|Genesis Kami #4063|861.3811814379229|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4063|Mahogany|Silver buster sword|Cream|Sky blue satan|Black shirt|Silver double ring right 2|Gritted|Red opera kamen|Brown slick hair|Black mafia hat|present
154|Genesis Kami #2245|860.7512050957749|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2245|Porpoise|Purple scythe|White|Yellow angry eyes|Blue cape|Silver ring 2|Gritted|None|Black shonen|Wizard hat|present
155|Genesis Kami #2648|860.1954760057024|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2648|Slate purple fire ghost|Brush|White|Gray demon|White father|Gold ring 2|Angry|Blue anti toxic mask|Gray madara|White cat ears|present
156|Genesis Kami #3995|859.9074517367618|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3995|Immortal galaxy sakura|Red scythe|White|Red angry eyes|Black wing angel|Silver double ring right 2|Smirk|None|Red wuxia|Red devil horn|fantasy
157|Genesis Kami #2081|859.2252001613618|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2081|Hickory|Spear|Cream|White gentle|Red bondage|Silver fan|Mild smile|Mask gangster|Mint cornrow braids|None|ancient
158|Genesis Kami #147|858.1349907058953|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/147|Cyberpunk system|Katana 1|White|Yellow gentle|White gakuran|nail|Smile|Brown sunglasses|White wuxia|Black kitsune ears|present
159|Genesis Kami #655|858.0573723494509|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/655|Oat|Purple scythe|Brown|Green good boy|White father|Silver four ring right|Neutral|Red shadow mask|Brown madara|Black baby dragon|fantasy
160|Genesis Kami #1112|856.9335604674908|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1112|Fossil kase|None|Brown|Purple grievous|Red gakuran|Silver chain|Smile with teeth|Blue anti toxic mask|Mint nippon|Smile mask|present
161|Genesis Kami #3534|855.9103074648558|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3534|Shadow|Spear|Black|Sky blue satan|Blue gangster suit|Gold dot|Haha|Gold cyberpunk glasses|Mint ikemen|White satan horn|present
162|Genesis Kami #5174|855.7389308004509|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5174|Porpoise water fairy|Katana 2|Cream|Yellow strained|Black hood|Gold chain|Mild smile|Mekakushi houtai|Brown nippon|Black mafia hat|present
163|Genesis Kami #5067|855.4997385341111|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5067|Fossil kase|Red scythe|White|Green satan|Red fur|Silver double long right|Mild smile|Bandage cheek|Black long hair|Black mafia hat|present
164|Genesis Kami #1127|854.9235095916391|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1127|Chocolate black red thunder|None|White|Yellow determined|Black gangster suit|Sky blue feather|Mild smile|None|Gold ikemen|Black cat ears|present
165|Genesis Kami #1663|852.7973558117035|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1663|Immortal okane mochi|Red scythe|White|Pink gangsta|Red father|Gold spear|Blue gum|White kamen|Red nippon|Joker mask|present
166|Genesis Kami #589|852.3558742412691|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/589|Sandstone maple leaf|None|White|Red satan|Purple wizard|Gold double long right|Gritted|None|Mint disheveled|Wizard hat|present
167|Genesis Kami #3491|851.2527340486234|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3491|Immortal red dark feather aura|None|Cream|Red strained|White cape|nail|White rose|Bandage cheek & nose|Mint under cut|White baby cat|present
168|Genesis Kami #3802|850.1518091832845|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3802|Porpoise|Purple wand|Cream|White good boy|Black shirt|Gold ring 1|Blue rose|Eyepatch|Black kpop 1|Gold red imperial crown s|present
169|Genesis Kami #984|850.1053287571069|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/984|Hickory|Gold buster sword|Cream|Sky blue cold|White gold pimp|Gold chain|Neutral|Blue anti toxic mask|Red disheveled|Silver sky blue imperial crown s|present
170|Genesis Kami #164|849.6693987384963|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/164|Immortal okane mochi|None|White|Purple determined|Black fur|Gold spear|Angry|Gold cyberpunk glasses|Gold harajuku|Black devil horn|present
171|Genesis Kami #5229|849.1191166533098|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5229|Silver|Katana 1|White|Black cold|Black gakuran|Sky blue feather|Smirk|Black mekakushi|White japan bangs|Black mafia hat|present
172|Genesis Kami #840|847.3431103731862|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/840|Immortal galaxy sakura|Shikigami|Titanium|Green good boy|White red kimono|Purple white fluffy|Mild smile|Houtai cheek & nose|Purple slick hair|Oni mask|ancient
173|Genesis Kami #2016|844.885702504859|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2016|Coin black red thunder|Katana 1|White|Pink cold|Purple gakuran|Sky blue feather|Blue rose|Megane|Black madara|Black baby dragon|present
174|Genesis Kami #3582|844.3618620324402|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3582|Porpoise blue thunder|Gray scythe|White|Purple satan|Black fur|Silver dot|Smirk|Houtai cheek|Black disheveled|White satan horn|present
175|Genesis Kami #3444|840.8986021910616|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3444|Porpoise blue thunder|None|White|Black angry eyes|White onmyoji|Red feather|Smirk|Mask gangster|Brown cornrow braids|White kitsune ears|ancient
176|Genesis Kami #2712|839.839046736353|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2712|Wood|Katana 2|White|Red grievous|Black silver samurai|Black gold kss hanafuda|Mild smile|Red mekakushi|Black wuxia|Gray tengu|ancient
177|Genesis Kami #1860|839.314963992082|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1860|Rosewood|None|Black|Black gentle|Purple onmyoji|White feather|Neutral|Red oni mask|Mint slick hair|Bamboohat|ancient
